$ID,$ID_NAME,Bonus,Description,Icon,Link_Collections,Link_Cubes,Link_Items,Link_Maps,Link_Maps_Exploration,Link_Monsters,Link_RecipeMaterial,Link_RecipeTarget,Name,Price,TimeCoolDown,TimeLifeTime,Tradability,Type,Weight
642108,COLLECT_208,"[[""Maximum SP"", 24]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645612, 645613, 645560, 30376, 30375, 19006]",None,None,None,None,None,Collection: Roxona Reconstruction Agency East Building,1,0.0,0.0,FFFF,5,0.0
642109,COLLECT_209,"[[""HP Recovery"", 8]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645126, 645386, 645616, 251109, 161135, 581141]",None,None,None,None,None,Collection: Verkti Square,1,0.0,0.0,FFFF,5,0.0
642110,COLLECT_210,"[[""SP Recovery"", 3]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645409, 645559, 121127, 311102, 271127]",None,None,None,None,None,Collection: Roxona Marketplace,1,0.0,0.0,FFFF,5,0.0
642111,COLLECT_211,"[[""Accuracy"", 2]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645379, 645379, 645379, 645379, 645379, 645379, 645379, 645379, 645379]",None,None,None,None,None,Collection: Ruklys Street,1,0.0,0.0,FFFF,5,0.0
642112,COLLECT_212,"[[""Evasion"", 1]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645390, 645616, 602111, 241117]",None,None,None,None,None,Collection: Downtown,1,0.0,0.0,FFFF,5,0.0
642113,COLLECT_213,"[[""Critical Rate"", 1]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645395, 645392, 645391, 645578, 312102]",None,None,None,None,None,Collection: Inner Enceinte District,1,0.0,0.0,FFFF,5,0.0
642114,COLLECT_214,"[[""Critical Attack"", 6]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645465, 645386, 181128, 141135, 302103]",None,None,None,None,None,Collection: Mokusul Chamber,1,0.0,0.0,FFFF,5,0.0
642115,COLLECT_215,"[[""Critical Defense"", 2]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645187, 645465, 19007, 201134]",None,None,None,None,None,Collection: Underground Grave of Ritinis,1,0.0,0.0,FFFF,5,0.0
642116,COLLECT_216,"[[""Stamina"", 1]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645580, 14019, 645612, 645612, 645612, 645612, 645612]",None,None,None,None,None,Collection: Videntis Shrine,1,0.0,0.0,FFFF,5,0.0
642117,COLLECT_217,"[[""Weight Limit BM"", 50]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[643503, 643503, 643503, 643503, 643503, 643503, 643503, 643503, 643503]",None,None,None,None,None,Collection: Valius' Eternal Resting Place,1,0.0,0.0,FFFF,5,0.0
642118,COLLECT_218,"[[""Maximum HP"", 45]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[628054, 645118, 645120, 645122, 645269, 645124, 645565]",None,None,None,None,None,Collection: Lemprasa Pond,1,0.0,0.0,FFFF,5,0.0
642119,COLLECT_219,"[[""Magic Attack"", 4]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645126, 581122, 645117, 645125, 271110]",None,None,None,None,None,Collection: Woods of the Linked Bridges,1,0.0,0.0,FFFF,5,0.0
642120,COLLECT_220,"[[""Defense"", 6]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[640072, 645024, 531103, 161118, 645117]",None,None,None,None,None,Collection: Paupys Crossing,1,0.0,0.0,FFFF,5,0.0
642121,COLLECT_221,"[[""Stamina"", 1]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645708, 645132, 221102, 501104, 181114]",None,None,None,None,None,Collection: Ashaq Underground Prison 1F,1,0.0,0.0,FFFF,5,0.0
642122,COLLECT_222,"[[""Physical Attack"", 4]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645235, 645286, 161120, 101120, 601124]",None,None,None,None,None,Collection: Ashaq Underground Prison 2F,1,0.0,0.0,FFFF,5,0.0
642123,COLLECT_223,"[[""Maximum SP"", 30]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645178, 645410, 141120, 581124, 645473]",None,None,None,None,None,Collection: Ashaq Underground Prison 3F,1,0.0,0.0,FFFF,5,0.0
642124,COLLECT_224,"[[""Maximum SP"", 20]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645736, 645737, 645129, 645738, 511105, 501105]",None,None,None,None,None,Collection: Koru Jungle,1,0.0,0.0,FFFF,5,0.0
642125,COLLECT_225,"[[""SP Recovery"", 3]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645739, 645740, 640131, 581125]",None,None,None,None,None,Collection: Knidos Jungle,1,0.0,0.0,FFFF,5,0.0
642126,COLLECT_226,"[[""Magic Attack"", 4]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645352, 501106, 645741, 645742, 501127]",None,None,None,None,None,Collection: Dadan Jungle,1,0.0,0.0,FFFF,5,0.0
642127,COLLECT_227,"[[""Physical Attack"", 6]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[201106, 141106, 645142, 645453, 101106, 649007, 645618, 628051]",None,None,None,None,None,Collection: Nevellet Quarry 1F,1,0.0,0.0,FFFF,5,0.0
642128,COLLECT_228,"[[""HP Recovery"", 15]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645333, 645334, 601126, 161106, 511106, 271104, 531127, 645743, 645618]",None,None,None,None,None,Collection: Nevellet Quarry 2F,1,0.0,0.0,FFFF,5,0.0
642129,COLLECT_229,"[[""Defense"", 9]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[221104, 645413, 645430, 640040, 645428, 581126]",None,None,None,None,None,Collection: Novaha Assembly Hall,1,0.0,0.0,FFFF,5,0.0
642130,COLLECT_230,"[[""Magic Defense"", 9]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[101107, 161107, 121105, 645614, 640025]",None,None,None,None,None,Collection: Novaha Annex,1,0.0,0.0,FFFF,5,0.0
642131,COLLECT_231,"[[""Maximum HP"", 105]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[601127, 521111, 531111, 521112, 645297, 531112]",None,None,None,None,None,Collection: Novaha Institute,1,0.0,0.0,FFFF,5,0.0
642132,COLLECT_232,"[[""HP Recovery"", 10]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[501107, 511107, 581127, 201108, 521107, 531107, 181106]",None,None,None,None,None,Collection: Karolis Springs,1,0.0,0.0,FFFF,5,0.0
642133,COLLECT_233,"[[""HP Recovery"", 10]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645346, 141108, 645347, 121106, 161108, 601129]",None,None,None,None,None,Collection: Letas Stream,1,0.0,0.0,FFFF,5,0.0
642134,COLLECT_234,"[[""Magic Attack"", 6]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645164, 31006, 271106, 30031]",None,None,None,None,None,Collection: Pelke Shrine Ruins,1,0.0,0.0,FFFF,5,0.0
642135,COLLECT_235,"[[""Accuracy"", 1]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[15008, 30032, 16006, 17004]",None,None,None,None,None,Collection: Absenta Reservoir,1,0.0,0.0,FFFF,5,0.0
642136,COLLECT_236,"[[""Evasion"", 2]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[643501, 643501, 643501, 643501, 643501, 643501, 643501, 643501, 643501]",None,None,None,None,None,Collection: Sienakal Graveyard,1,0.0,0.0,FFFF,5,0.0
642137,COLLECT_237,"[[""Critical Rate"", 2]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[14006, 12007, 30040, 501113, 643502]",None,None,None,None,None,Collection: Carlyle's Mausoleum,1,0.0,0.0,FFFF,5,0.0
642138,COLLECT_238,"[[""Critical Attack"", 6]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645744, 581128, 501114, 241105, 221107]",None,None,None,None,None,Collection: Delmore Hamlet,1,0.0,0.0,FFFF,5,0.0
642139,COLLECT_239,"[[""Critical Defense"", 2]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645744, 645744, 581129, 161110, 521113, 521114]",None,None,None,None,None,Collection: Delmore Manor,1,0.0,0.0,FFFF,5,0.0
642140,COLLECT_240,"[[""Critical Magic Attack"", 8]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645744, 645744, 645744, 251101, 531114, 531113, 645341]",None,None,None,None,None,Collection: Delmore Outskirts,1,0.0,0.0,FFFF,5,0.0
642141,COLLECT_241,"[[""Critical Rate"", 2]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645481, 645193, 121108, 645213, 201110]",None,None,None,None,None,Collection: Feretory Hills,1,0.0,0.0,FFFF,5,0.0
642142,COLLECT_242,"[[""Critical Magic Attack"", 6]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[181108, 33017, 162106, 271108]",None,None,None,None,None,Collection: Mochia Forest,1,0.0,0.0,FFFF,5,0.0
642143,COLLECT_243,"[[""Defense"", 12]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645287, 645288, 645462, 17006]",None,None,None,None,None,Collection: Sutatis Trade Route,1,0.0,0.0,FFFF,5,0.0
642144,COLLECT_244,"[[""SP Recovery"", 3]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[501115, 643501, 16008, 601130]",None,None,None,None,None,Collection: Topes Fortress 1F,1,0.0,0.0,FFFF,5,0.0
642145,COLLECT_245,"[[""Evasion"", 2]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[13009, 18002, 511115, 581130, 643503, 643504]",None,None,None,None,None,Collection: Topes Fortress 2F,1,0.0,0.0,FFFF,5,0.0
642146,COLLECT_246,"[[""Maximum SP"", 18]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645746, 645746, 645746, 645746, 645746, 645746, 645746, 645746, 645746]",None,None,None,None,None,Collection: Bellai Rainforest,1,0.0,0.0,FFFF,5,0.0
642147,COLLECT_247,"[[""SP Recovery"", 3]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[34043, 645746, 34043]",None,None,None,None,None,Collection: Zeraha,1,0.0,0.0,FFFF,5,0.0
642148,COLLECT_248,"[[""Maximum HP"", 70]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645181, 645746, 521121, 531121]",None,None,None,None,None,Collection: Seir Rainforest,1,0.0,0.0,FFFF,5,0.0
642149,COLLECT_249,"[[""Accuracy"", 3]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645173, 645420, 15046, 628061, 645745, 645175, 645421]",None,None,None,None,None,Collection: Galeed Plateau,1,0.0,0.0,FFFF,5,0.0
642150,COLLECT_250,"[[""Magic Defense"", 9]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645192, 11046, 501122, 645465, 645464]",None,None,None,None,None,Collection: Fasika Plateau,1,0.0,0.0,FFFF,5,0.0
642151,COLLECT_251,"[[""Physical Attack"", 6]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[649209, 645583, 16052, 645190, 645160, 17033]",None,None,None,None,None,Collection: Manahas,1,0.0,0.0,FFFF,5,0.0
642152,COLLECT_252,"[[""Critical Attack"", 4]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645220, 33050, 640038, 645225]",None,None,None,None,None,Collection: Genar Field,1,0.0,0.0,FFFF,5,0.0
642153,COLLECT_253,"[[""Critical Defense"", 2]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[521122, 643503, 645216, 645381, 645233, 645447]",None,None,None,None,None,Collection: Sicarius 1F,1,0.0,0.0,FFFF,5,0.0
642154,COLLECT_254,"[[""Magic Defense"", 9]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645204, 645460, 628036, 645216, 645381]",None,None,None,None,None,Collection: Sicarius 2F,1,0.0,0.0,FFFF,5,0.0
642155,COLLECT_255,"[[""Team Storage Slots"", 2]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[10012, 10013, 10029]",None,None,None,None,None,Collection: What Is Falchion,1,0.0,0.0,FFFF,5,0.0
642156,COLLECT_256,"[[""Team Storage Slots"", 2]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[30033, 30034, 30035, 30036]",None,None,None,None,None,Collection: Bug Hater,1,0.0,0.0,FFFF,5,0.0
642157,COLLECT_257,"[[""Team Storage Slots"", 2]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[30029, 30030, 30031, 30032]",None,None,None,None,None,Collection: Love of Foreign Lands,1,0.0,0.0,FFFF,5,0.0
642158,COLLECT_258,"[[""Team Storage Slots"", 3]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[10006, 11006, 12007, 13007, 14006, 15008, 16006, 17004, 18002]",None,None,None,None,None,Collection: Beginner Weapons,1,0.0,0.0,FFFF,5,0.0
642159,COLLECT_259,"[[""Team Storage Slots"", 2]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[30062, 30063, 30064]",None,None,None,None,None,Collection: Beginner Armor,1,0.0,0.0,FFFF,5,0.0
642161,COLLECT_261,"[[""Physical Attack"", 6]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[201135, 181129, 581142, 645442, 645614]",None,None,None,None,None,Collection: Coastal Fortress,1,0.0,0.0,FFFF,5,0.0
642162,COLLECT_262,"[[""Magic Attack"", 6]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[521152, 311104, 121128, 645442, 645642]",None,None,None,None,None,Collection: Dingofasil,1,0.0,0.0,FFFF,5,0.0
642163,COLLECT_263,"[[""Defense"", 9]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645649, 30336, 12057, 645392, 17039, 645218]",None,None,None,None,None,Collection: Vedas Plateau,1,0.0,0.0,FFFF,5,0.0
642164,COLLECT_264,"[[""Maximum HP"", 186]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[30493, 645392, 645649, 680408, 680407, 680406]",None,None,None,None,None,Collection: Mesafasla,1,0.0,0.0,FFFF,5,0.0
642165,COLLECT_265,"[[""Magic Defense"", 12]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[142133, 272133, 645650, 321001, 511155]",None,None,None,None,None,Collection: Stogas Plateau,1,0.0,0.0,FFFF,5,0.0
642166,COLLECT_266,"[[""Magic Attack"", 8]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645654, 301105, 645654, 521155, 645654, 141138]",None,None,None,None,None,Collection: Nahash Forest,1,0.0,0.0,FFFF,5,0.0
642167,COLLECT_267,"[[""HP Recovery"", 16]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645656, 161138, 531155, 645656, 311105, 645721, 645722, 201137]",None,None,None,None,None,Collection: Vera Coast,1,0.0,0.0,FFFF,5,0.0
642168,COLLECT_268,"[[""SP Recovery"", 3]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645659, 271130, 645657, 645658, 15082, 101138]",None,None,None,None,None,Collection: Elgos Monastery Annex,1,0.0,0.0,FFFF,5,0.0
642169,COLLECT_269,"[[""Critical Magic Attack"", 14]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645579, 645601, 321008, 645657, 645658, 645661, 581143, 645660, 251112]",None,None,None,None,None,Collection: Elgos Monastery Main Building,1,0.0,0.0,FFFF,5,0.0
642170,COLLECT_270,"[[""Physical Attack"", 6]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[111008, 645651, 521154, 645652, 221120, 645653]",None,None,None,None,None,Collection: Alemeth Forest,1,0.0,0.0,FFFF,5,0.0
642171,COLLECT_271,"[[""Maximum SP"", 18]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645715, 645720, 645716, 645717]",None,None,None,None,None,Collection: Barha Forest,1,0.0,0.0,FFFF,5,0.0
642172,COLLECT_272,"[[""Maximum HP"", 125]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[241120, 645730, 121130, 332001, 645670]",None,None,None,None,None,Collection: Cranto Coast,1,0.0,0.0,FFFF,5,0.0
642173,COLLECT_273,"[[""Magic Defense"", 21]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645671, 252125, 645672, 321009]",None,None,None,None,None,Collection: Igti Coast,1,0.0,0.0,FFFF,5,0.0
642174,COLLECT_274,"[[""Maximum SP"", 44]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[640131, 645670, 645673, 111009, 645723, 501157, 511157, 321007, 645723]",None,None,None,None,None,Collection: Ibre Plateau,1,0.0,0.0,FFFF,5,0.0
642175,COLLECT_275,"[[""Defense"", 18]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645723, 645673, 645674, 301106, 531157, 321005, 645675, 645676]",None,None,None,None,None,Collection: Grand Yard Mesa,1,0.0,0.0,FFFF,5,0.0
642176,COLLECT_276,"[[""HP Recovery"", 15]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645679, 645678, 645673, 601139, 645677]",None,None,None,None,None,Collection: Sventimas Exile,1,0.0,0.0,FFFF,5,0.0
642177,COLLECT_277,"[[""SP Recovery"", 3]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645723, 645681, 645676, 161139, 645680, 331002]",None,None,None,None,None,Collection: Kadumel Cliff,1,0.0,0.0,FFFF,5,0.0
642178,COLLECT_278,"[[""Accuracy"", 1]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645647, 645682, 645683, 645684, 645685, 645686, 645677]",None,None,None,None,None,Collection: Steel Heights,1,0.0,0.0,FFFF,5,0.0
642179,COLLECT_279,"[[""Evasion"", 1]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645580, 645687, 645688, 645655, 645580, 645642]",None,None,None,None,None,Collection: Grynas Trails,1,0.0,0.0,FFFF,5,0.0
642180,COLLECT_280,"[[""Critical Rate"", 1]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645691, 645690, 521158, 645689, 511158]",None,None,None,None,None,Collection: Grynas Training Camp,1,0.0,0.0,FFFF,5,0.0
642181,COLLECT_281,"[[""Critical Attack"", 8]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645344, 645710, 645693, 645423, 645692, 181132, 271131, 241121, 201138]",None,None,None,None,None,Collection: Grynas Hills,1,0.0,0.0,FFFF,5,0.0
642182,COLLECT_282,"[[""Physical Attack"", 12]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645928, 645929, 645930, 645931]",None,None,None,None,None,Collection: Nheto Forest,1,0.0,0.0,FFFF,5,0.0
642183,COLLECT_283,"[[""Magic Attack"", 18]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645932, 645933, 645934, 645935, 645936]",None,None,None,None,None,Collection: Svalphinghas Forest,1,0.0,0.0,FFFF,5,0.0
642184,COLLECT_284,"[[""Defense"", 24]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645937, 645938, 645939, 645857]",None,None,None,None,None,Collection: Lhadar Forest,1,0.0,0.0,FFFF,5,0.0
642185,COLLECT_285,"[[""Maximum HP"", 225]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645940, 645941, 645942, 645943, 645863, 645864, 645865, 645866]",None,None,None,None,None,Collection: Timerys Temple,1,0.0,0.0,FFFF,5,0.0
642186,COLLECT_286,"[[""Magic Defense"", 18]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645944, 645945, 645845, 645846]",None,None,None,None,None,Collection: Tevhrin Stalactite Cave Section 1,1,0.0,0.0,FFFF,5,0.0
642187,COLLECT_287,"[[""Magic Attack"", 12]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645946, 645947, 645948, 645869, 645872]",None,None,None,None,None,Collection: Tevhrin Stalactite Cave Section 2,1,0.0,0.0,FFFF,5,0.0
642188,COLLECT_288,"[[""HP Recovery"", 5]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645848, 645870, 645837, 645847]",None,None,None,None,None,Collection: Tevhrin Stalactite Cave Section 3,1,0.0,0.0,FFFF,5,0.0
642189,COLLECT_289,"[[""SP Recovery"", 6]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645871, 645957, 645854, 645955, 645956, 645915, 645953, 645954]",None,None,None,None,None,Collection: Tevhrin Stalactite Cave Section 4,1,0.0,0.0,FFFF,5,0.0
642190,COLLECT_290,"[[""Critical Magic Attack"", 18]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645879, 645960, 645827, 645961, 645962, 645846, 645959, 645855, 645958]",None,None,None,None,None,Collection: Tevhrin Stalactite Cave Section 5,1,0.0,0.0,FFFF,5,0.0
642191,COLLECT_291,"[[""Physical Attack"", 18]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645966, 645965, 645831, 645963, 645964, 645981, 645982]",None,None,None,None,None,Collection: City Wall District 8,1,0.0,0.0,FFFF,5,0.0
642192,COLLECT_292,"[[""Maximum SP"", 38]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645884, 645967, 645885, 645968, 645969]",None,None,None,None,None,Collection: Jeromel Park,1,0.0,0.0,FFFF,5,0.0
642193,COLLECT_293,"[[""Maximum HP"", 225]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645892, 645974, 645886, 645973, 645828, 645972, 645832, 645970, 645971]",None,None,None,None,None,Collection: Jonael Memorial,1,0.0,0.0,FFFF,5,0.0
642194,COLLECT_294,"[[""Magic Defense"", 27]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645862, 645977, 645978, 645975, 645976]",None,None,None,None,None,Collection: Taniel I Memorial,1,0.0,0.0,FFFF,5,0.0
642195,COLLECT_295,"[[""Maximum SP"", 49]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645980, 645838, 645979, 645990, 645991]",None,None,None,None,None,Collection: Kule Peak,1,0.0,0.0,FFFF,5,0.0
642196,COLLECT_296,"[[""Defense"", 27]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645839, 645983, 645840, 645984, 645985, 645856, 645986]",None,None,None,None,None,Collection: Arcus Forest,1,0.0,0.0,FFFF,5,0.0
642197,COLLECT_297,"[[""HP Recovery"", 17]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645860, 645987, 645851, 645861, 645988, 645989]",None,None,None,None,None,Collection: Phamer Forest,1,0.0,0.0,FFFF,5,0.0
642198,COLLECT_298,"[[""SP Recovery"", 6]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645906, 645992, 645873, 645994, 645993, 645905, 645995, 645996]",None,None,None,None,None,Collection: Ziburynas Forest,1,0.0,0.0,FFFF,5,0.0
642199,COLLECT_299,"[[""Accuracy"", 2]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645908, 645997, 645998, 645909, 645999, 645911, 646000, 646001]",None,None,None,None,None,Collection: Mollogheo Forest,1,0.0,0.0,FFFF,5,0.0
642200,COLLECT_300,"[[""Evasion"", 2]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645843, 646002, 646003, 645850, 646005, 646004, 645835, 646006]",None,None,None,None,None,Collection: Zima Suecourt,1,0.0,0.0,FFFF,5,0.0
642201,COLLECT_301,"[[""Critical Rate"", 2]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645858, 646011, 646012, 646008, 646009, 646010]",None,None,None,None,None,Collection: Emmet Forest,1,0.0,0.0,FFFF,5,0.0
642202,COLLECT_302,"[[""Critical Attack"", 18]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645902, 646018, 646017, 645834, 646015, 646016, 645833, 646013, 646014]",None,None,None,None,None,Collection: Pystis Forest,1,0.0,0.0,FFFF,5,0.0
642203,COLLECT_303,"[[""Critical Attack"", 18]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645858, 646019, 646020, 646023, 646021, 646022]",None,None,None,None,None,Collection: Syla Forest,1,0.0,0.0,FFFF,5,0.0
642204,COLLECT_304,"[[""Critical Defense"", 2]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[646029, 645849, 646027, 646028, 646026, 645917, 646024, 646025]",None,None,None,None,None,Collection: Alembique Cave,1,0.0,0.0,FFFF,5,0.0
642205,COLLECT_305,"[[""Stamina"", 1]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645867, 646034, 646032, 646030, 646031, 646033]",None,None,None,None,None,Collection: Nobreer Forest,1,0.0,0.0,FFFF,5,0.0
642206,COLLECT_306,"[[""HP Recovery"", 22]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[645842, 646038, 646039, 645852, 646037, 645841, 646035, 646036]",None,None,None,None,None,Collection: Yudejan Forest,1,0.0,0.0,FFFF,5,0.0
642207,COLLECT_307,"[[""Dark Property Resistance"", 6], [""Holy Property Resistance"", 6], [""INT"", 2]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[661200, 661201, 661202]",None,None,None,None,None,Collection: Token of the Demon Treaty,1,0.0,0.0,FFFF,5,0.0
642208,COLLECT_308,"[[""Earth Property Resistance"", 5], [""STR"", 5]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[""661203"", 661205, 661204]",None,None,None,None,None,Collection: Pasleptas,1,0.0,0.0,FFFF,5,0.0
642209,COLLECT_309,"[[""STR"", 2], [""CON"", 2], [""Maximum HP"", 80]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[646053, 646054, 646055, 646057, 646058, 646059]",None,None,None,None,None,Collection: Coasts,1,0.0,0.0,FFFF,5,0.0
642210,COLLECT_310,"[[""INT"", 2], [""SPR"", 2], [""Maximum SP"", 8]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[350000, 646056, 350001, 350002, 350003, 646063]",None,None,None,None,None,Collection: Fantasy Library,1,0.0,0.0,FFFF,5,0.0
642211,COLLECT_311,"[[""Physical Attack"", 6], [""Defense"", 9], [""HP Recovery"", 6]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[646060, 646061, 646062]",None,None,None,None,None,Collection: Narvas Temple,1,0.0,0.0,FFFF,5,0.0
642212,COLLECT_312,"[[""Magic Attack"", 6], [""Magic Defense"", 9], [""SP Recovery"", 1]]",A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[350004, 350005, 350006, 350007, 350008, 350009]",None,None,None,None,None,Collection: Lanko Waters,1,0.0,0.0,FFFF,5,0.0
642213,COLLECT_313,None,A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[300000, 300001, 300002, 300003, 300004, 300005, 300006]",None,None,None,None,None,Collection: Sage Master's Bookmark,1,0.0,0.0,FFFF,5,0.0
642214,COLLECT_314,None,A collection ready to be filled with items. Right-click to register.,icon_item_box,None,None,"[300007, 300008, 300009, 300010, 300011, 300012, 300013, 300014]",None,None,None,None,None,Collection: Explorer Finds,1,0.0,0.0,FFFF,5,0.0
