$ID,$ID_NAME,Armor,Description,EXP,EXPClass,Element,Icon,Level,Link_Items,Link_Maps,Name,Race,Rank,Size,Stat_ATTACK_MAGICAL_MAX,Stat_ATTACK_MAGICAL_MIN,Stat_ATTACK_PHYSICAL_MAX,Stat_ATTACK_PHYSICAL_MIN,Stat_Accuracy,Stat_BlockPenetration,Stat_BlockRate,Stat_CON,Stat_CriticalDamage,Stat_CriticalDefense,Stat_CriticalRate,Stat_DEFENSE_MAGICAL,Stat_DEFENSE_PHYSICAL,Stat_DEX,Stat_Evasion,Stat_HP,Stat_INT,Stat_SP,Stat_SPR,Stat_STR,Type
2500308,solo_Npanto_sword,1,A Panto with excellent fighting skills and is one of the strongest subspecies in the forest.,0,0,1,mon_npanto_sword,300,None,None,Dimension Panto Warrior,0,5,1,656,537,1515,1240,300,300,0,122,936,120,360,1379,2068,183,300,48054,61,2796,61,183,0
2500309,solo_Karas_mage,1,It is a magic creature whose name comes from the wishes of a golem species.,0,0,7,mon_karas_mage,300,None,None,Dimension Karas Wizard,5,5,1,1085,723,1209,806,540,270,0,183,617,225,150,1858,1858,91,0,63242,91,3186,91,152,0
2500310,solo_Echad_bow,4,"A magical creature created to protect the Royal Mausoleum. Despite being weak, it is strong enough to resist the goddess' powers.",0,0,7,mon_echad_bow,300,None,None,Dimension Echad Wizard,4,5,1,868,578,918,612,300,420,0,198,617,150,300,2453,2453,91,300,43003,91,3381,106,122,0
2500311,solo_Hallowventor_mage,2,Please do not look directly into their hoods.,0,0,0,mon_hallowventor_mage,300,None,None,Dimension Hallowventer Magician,1,5,1,1733,1155,716,477,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500312,solo_Hallowventor_bow,2,Please do not look directly into their hoods.,0,0,0,mon_hallowventor_bow,300,None,None,Dimension Hallowventer Shaman,1,5,1,1733,1155,716,477,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500313,solo_Templeslave_sword,1,"While the bottom class of the demon world, their thirst to live better lives is almost frightening.",0,0,0,mon_templeslave_sword,300,None,None,Dimension Templeslave Assassin,1,5,1,1733,1155,716,477,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500314,solo_Templeslave_mage,1,"While the bottom class of the demon world, their thirst to live better lives is almost frightening.",0,0,0,mon_templeslave_mage,300,None,None,Dimension Templeslave Mage,1,5,1,1733,1155,716,477,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500315,solo_Infroholder_mage,3,The Infro Holder is one of the many mutations caused by the appearance of demons. Individual characteristics are becoming much more apparent after Medzio Diena. All Infro Holder colors are based on which demons they are affected by.,0,0,0,mon_infroholder_mage,300,None,None,Dimension Infro Holder Shaman,1,5,1,2203,1468,969,646,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500316,solo_Infroholder_bow,3,The Infro Holder is one of the many mutations caused by the appearance of demons. Individual characteristics are becoming much more apparent after Medzio Diena. All Infro Holder colors are based on which demons they are affected by.,0,0,0,mon_infroholder_bow,300,None,None,Dimension Infro Holder Archer,1,5,1,2203,1468,969,646,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500317,solo_Repusbunny_mage,3,It is said that Lepusbunny Mages are the most talented among all of the species to suddenly have magical powers after Medzio Diena.,0,0,4,mon_repusbunny_mage,300,None,None,Dimension Lepusbunny Wizard,0,5,1,969,646,2123,1415,300,300,0,122,936,120,360,1379,2068,183,300,48054,61,2796,61,183,0
2500318,solo_Repusbunny_bow,3,"Lepusbunny Assassins are known to kill their own as well. They change the colors that they wear depending on their kill count. The order of the colors are from the lowest red to green, blue and finally black.",0,0,4,mon_repusbunny_bow,300,None,None,Dimension Lepusbunny Assassin,0,5,1,969,646,2123,1415,300,300,0,122,936,120,360,1379,2068,183,300,48054,61,2796,61,183,0
2500319,solo_Deadbornscab_mage,4,"Sometimes, a fragment from a Deadborn will become another Deadborn. There is a tendency to dismiss such secondary Deadborn which are called different names amongst themselves. Deadborn Scap???ages are from specimen that had magical powers.",0,0,0,mon_deadbornscab_mage,300,None,None,Dimension Deadborn Wizard,1,5,1,1733,1155,716,477,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500320,solo_Deadbornscab_bow,4,There are some instances Deadborns was born from the shells the Deadborns molted out or from the parts that were seperated from the bodies due to injuries. The original Deadborns had the tendency to discriminate these newcomers and humans also distinguish them from the original ones.,0,0,0,mon_deadbornscab_bow,300,None,None,Dimension Deadborn Scap Archer,1,5,1,1733,1155,716,477,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500321,solo_Siaulav_mage,3,"It is certain that they existed before Medzio Diena. However, it is strange that they were never discovered by humans in the 1,000 years of the kingdom's history. And when strange things occured in the world after Medzio Diena, they appeared as a result of the influences and unfortunately they are against the humans.",0,0,1,mon_siaulav_mage,300,None,None,Dimension Siaulav Mage,5,5,1,1446,964,1570,1047,540,270,0,183,617,225,150,1858,1858,91,0,63242,91,3186,91,152,0
2500322,solo_Siaulav_bow,3,"It is certain that they existed before Medzio Diena. However, it is strange that they were never discovered by humans in the 1,000 years of the kingdom's history. And when strange things occured in the world after Medzio Diena, they appeared as a result of the influences and unfortunately they are against the humans.",0,0,1,mon_siaulav_bow,300,None,None,Dimension Siaulav Archer,5,5,1,1446,964,1570,1047,540,270,0,183,617,225,150,1858,1858,91,0,63242,91,3186,91,152,0
2500323,solo_Tiny_mage,3,"Due to their cute appearances, many people tried to tame Tinis, but they never succeeded.",0,0,5,mon_tiny_mage,300,None,None,Dimension Tini Wizard,0,5,1,969,646,2123,1415,300,300,0,122,936,120,360,1379,2068,183,300,48054,61,2796,61,183,0
2500324,solo_Tiny_bow,3,"Due to their cute appearances, many people tried to tame Tinis, but they never succeeded.",0,0,7,mon_tiny_bow,300,None,None,Dimension Tini Archer,0,5,1,969,646,2123,1415,300,300,0,122,936,120,360,1379,2068,183,300,48054,61,2796,61,183,0
2500325,solo_Spion_mage,1,"Spion usually follow their masters well if trained properly. Of course, most of their masters are demons. Spion Mages are usually born because they have received more power from their masters.",0,0,1,mon_spion_mage,300,None,None,Dimension Spion Mage,5,5,1,1085,723,1209,806,540,270,0,183,617,225,150,1858,1858,91,0,63242,91,3186,91,152,0
2500326,solo_Spion_bow,1,"It's well-trained to follow its owner's every command. Unfortunately, its owner is usually a demon.",0,0,7,mon_spion_bow,300,None,None,Dimension Spion Archer,5,5,1,1085,723,1209,806,540,270,0,183,617,225,150,1858,1858,91,0,63242,91,3186,91,152,0
2500327,solo_wolf_statue_bow,4,"Although originally created to defend the Royal Mausoleum, it has since shifted into a state that attacks anyone who enters.",0,0,2,mon_wolf_statue_bow,300,None,None,Dimension Vikaras Archer,4,5,1,868,578,918,612,300,420,0,198,617,150,300,2453,2453,91,300,43003,91,3381,106,122,0
2500328,solo_Stoulet_bow,3,"A demon that respects the strong and is cruel to the weak. Nonetheless, its aggression trivializes this characteristic.",0,0,0,mon_stoulet_bow,300,None,None,Dimension Stoulet Archer,1,5,1,2203,1468,969,646,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500329,solo_minos_bow,3,"According to a legend, Minos spent all its life by just fighting. This is because some Demon Lords used them as their servants to check on other Demon Lords.",0,0,2,mon_minos_bow,300,None,None,Dimension Minos Archer,1,5,1,2203,1468,969,646,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500330,solo_stub_tree_mage,3,"Even though there are less logging activities, the monsters that originated from the stumps continue to show up. They appear to be formed out of the residues of Plant-type monsters.",0,0,1,mon_stub_tree_mage,300,None,None,Dimension Stumpy Tree Wizard,5,5,1,1446,964,1570,1047,540,270,0,183,617,225,150,1858,1858,91,0,63242,91,3186,91,152,0
2500331,solo_Flask_mage,4,A monster derived from a Wizard's personal belongings. It may have special powers depending on what it was containing at the time.,0,0,2,mon_flask_mage,300,None,None,Dimension Flask Mage,4,5,1,868,578,918,612,300,420,0,198,617,150,300,2453,2453,91,300,43003,91,3381,106,122,0
2500332,solo_Kepari_mage,1,It has no relation with the Kepa. They are demonic beasts even if they do have a rather high intelligence.,0,0,2,mon_kepari_mage,300,None,None,Dimension Kepari Shaman,1,5,1,1733,1155,716,477,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500333,solo_Wendigo_mage,3,A monster with a habit of baiting and attacking humans.,0,0,2,mon_wendigo_mage,300,None,None,Dimension Wendigo Wizard,1,5,1,2203,1468,969,646,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500334,solo_Wendigo_magician,3,Wendigo Shamans are thought to be able to absorb the powers from their prey. It is not unbelievable when seeing what they are normally up to.,0,0,2,mon_wendigo_magician,300,None,None,Dimension Wendigo Shaman,1,5,1,2203,1468,969,646,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500335,solo_Wendigo_bow,3,A monster with a habit of baiting and attacking humans.,0,0,2,mon_wendigo_bow,300,None,None,Dimension Wendigo Archer,1,5,1,2203,1468,969,646,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500336,solo_Wendigo_archer,3,Wendigo Searcher don't have anything to eat while tracking their targets and will eat their target once they catch them.,0,0,2,mon_wendigo_archer,300,None,None,Dimension Wendigo Searcher,1,5,1,2203,1468,969,646,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500337,solo_Colifly_bow,3,"Colifly are the rookies of the demonic world, only appearing after Medzio Diena. They have yet to find their species' characteristics and are still in the process of creating societies but aren't looked down upon by other demons. Recently, there have been increases in individuals that have their own proficiencies such as magic.",0,0,5,mon_colifly_bow,300,None,None,Dimension Colifly Archer,1,5,1,2203,1468,969,646,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500338,solo_Lizardman_mage,3,"It is a beast type monster as can be seen in it's appearance and name. Of course, it originates in the demonic world, not ours.",0,0,2,mon_lizardman_mage,300,None,None,Dimension Lizardman Wizard,1,5,1,2203,1468,969,646,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500339,solo_saltisdaughter_mage,3,"The Saltisdaughter is a smaller version of a Saltistter, but it is not directly related.",0,0,4,mon_saltisdaughter_mage,300,None,None,Dimension Saltisdaughter Wizard,0,5,1,969,646,2123,1415,300,300,0,122,936,120,360,1379,2068,183,300,48054,61,2796,61,183,0
2500340,solo_saltisdaughter_bow,3,"The Saltisdaughter is a smaller version of a Saltistter, but it is not directly related.",0,0,4,mon_saltisdaughter_bow,300,None,None,Dimension Saltisdaughter Archer,0,5,1,969,646,2123,1415,300,300,0,122,936,120,360,1379,2068,183,300,48054,61,2796,61,183,0
2500341,solo_goblin2_wand1,1,"After Medzio Diena, as the environment turned favorable to the Goblins, their number increased and they wanted to invade the land of the humans. As reference, Woodgoblins and Goblins are not directly related.",0,0,1,mon_goblin2_wand1,300,None,None,Dimension Goblin Wizard,0,5,1,716,477,1653,1102,300,300,0,122,936,120,360,1379,2068,183,300,48054,61,2796,61,183,0
2500342,solo_goblin2_wand3,1,"After Medzio Diena, as the environment turned favorable to the Goblins, their number increased and they wanted to invade the land of the humans. As reference, Woodgoblins and Goblins are not directly related.",0,0,2,mon_goblin2_wand3,300,None,None,Dimension Goblin Magician,0,5,1,716,477,1653,1102,300,300,0,122,936,120,360,1379,2068,183,300,48054,61,2796,61,183,0
2500343,solo_goblin2_sword,4,"After Medzio Diena, as the environment turned favorable to the Goblins, their number increased and they wanted to invade the land of the humans. As reference, Woodgoblins and Goblins are not directly related.",0,0,1,mon_goblin2_sword,300,None,None,Dimension Goblin Warrior,0,5,1,716,477,1653,1102,300,300,0,122,936,120,360,1379,2068,183,300,48054,61,2796,61,183,0
2500344,solo_goblin2_hammer,3,"After Medzio Diena, as the environment turned favorable to the Goblins, their number increased and they wanted to invade the land of the humans. As reference, Woodgoblins and Goblins are not directly related.",0,0,1,mon_goblin2_hammer,300,None,None,Dimension Goblin Charger,0,5,1,969,646,2123,1415,300,300,0,122,936,120,360,1379,2068,183,300,48054,61,2796,61,183,0
2500345,solo_NightMaiden_mage,3,They are servants and body guards to the Demon Lords.,0,0,4,mon_nightmaiden_mage,300,None,None,Dimension Dawn Maiden,1,5,1,2203,1468,969,646,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500346,solo_NightMaiden_bow,3,They are servants and body guards to the Demon Lords.,0,0,0,mon_nightmaiden_bow,300,None,None,Dimension Darkness Maiden,1,5,1,2203,1468,969,646,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500347,solo_lapasape_mage,3,It is said that those that serve as a mediator for long periods of time are given the chance to have such a specialized job.,0,0,7,mon_lapasape_mage,300,None,None,Dimension Lapasape Mage,5,5,1,1446,964,1570,1047,540,270,0,183,617,225,150,1858,1858,91,0,63242,91,3186,91,152,0
2500348,solo_lapasape_bow,3,It is said that those that serve as a mediator for long periods of time are given the chance to have such a specialized job. Why they turn this color is unknown.,0,0,7,mon_lapasape_bow,300,None,None,Dimension Lapasape Shaman,5,5,1,1446,964,1570,1047,540,270,0,183,617,225,150,1858,1858,91,0,63242,91,3186,91,152,0
2500349,solo_TerraNymph_mage,1,"Adventurers should take special care of their belongings since they have a tendency of pulling pranks. They also dabbled with magic, but are not talented enough to become proper mages.",0,0,0,mon_terranymph_mage,300,None,None,Dimension Terra Imp Mage,1,5,1,1733,1155,716,477,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500350,solo_FD_TerraNymph_bow,1,Adventurers should take special care of their belongings since they have a tendency of pulling pranks. Terra Imp Archers also like shooting people from afar when they get bored.,0,0,0,mon_fd_terranymph_bow,300,None,None,Dimension Terra Imp Archer,1,5,1,1733,1155,716,477,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500351,solo_Cronewt_mage,3,"This monster was once the size of a little finger, but it has since grown greatly.",0,0,7,mon_cronewt_mage,300,None,None,Dimension Cronewt Wizard,0,5,1,969,646,2123,1415,300,300,0,122,936,120,360,1379,2068,183,300,48054,61,2796,61,183,0
2500352,solo_Cronewt_bow,3,"This monster was once the size of a little finger, but it has since grown greatly.",0,0,7,mon_cronewt_bow_brown,300,None,None,Dimension Cronewt Stinger,0,5,1,969,646,2123,1415,300,300,0,122,936,120,360,1379,2068,183,300,48054,61,2796,61,183,0
2500353,solo_Lichenclops_mage,3,"The Lichenclops doesn't only have good eye sight, their sense of smell is also exceptional.",0,0,7,mon_lichenclops_mage,300,None,None,Dimension Lichenclops Mage,2,5,1,1661,1107,1810,1207,210,360,0,122,1041,105,390,1551,1551,213,420,38443,61,3186,91,122,0
2500354,solo_Cire_mage,3,"It is said that this monster derived from rotting vegetation, but it is hard to find any evidence of that. While not particularly smart, it is still able to use simple tools or magic based on poison.",0,0,7,mon_cire_mage,300,None,None,Dimension Cire Mage,5,5,1,1446,964,1570,1047,540,270,0,183,617,225,150,1858,1858,91,0,63242,91,3186,91,152,0
2500355,solo_Chafperor_mage,3,A monster that has the strength of bees and beetles and the ferocity of a beast. It lives in a hive like bees. Chafperor Mages have magic but don't have the intelligence to properly use it.,0,0,7,mon_chafperor_mage,300,None,None,Dimension Chafperor Mage,2,5,1,1661,1107,1810,1207,210,360,0,122,1041,105,390,1551,1551,213,420,38443,61,3186,91,122,0
2500356,solo_Infrogalas_mage,4,"The theory is that this monster is a Gaigalas that hasn't fully grown. However, it is difficult to determine whether this is true because we don't have information on what a Gaigalas mutated from.",0,0,0,mon_infrogalas_mage,300,None,None,Dimension Infrogalas Mage,0,5,1,716,477,1653,1102,300,300,0,122,936,120,360,1379,2068,183,300,48054,61,2796,61,183,0
2500357,solo_FD_Infrogalas_bow,4,"The theory is that this monster is a Gaigalas that hasn't fully grown. However, it is difficult to determine whether this is true because we don't have information on what a Gaigalas mutated from.",0,0,0,mon_fd_infrogalas_bow,300,None,None,Dimension Imprisoned Infrogalas Archer,0,5,1,716,477,1653,1102,300,300,0,122,936,120,360,1379,2068,183,300,48054,61,2796,61,183,0
2500358,solo_Rambear_bow,3,A monster that has the strengths of many different types of beasts. Some are even able to use tools and magic.,0,0,4,mon_rambear_bow,300,None,None,Dimension Rambear Archer,0,5,1,969,646,2123,1415,300,300,0,122,936,120,360,1379,2068,183,300,48054,61,2796,61,183,0
2500359,solo_wood_lwa,1,"A monster that the sorcerers of the devil realm called out using noir. There's a rumor that they use the spirits in the forest after capturing them, but that has yet to be confirmed.",0,0,7,mon_wood_lwa,300,None,None,Dimension Woodluwa,5,5,1,1085,723,1209,806,540,270,0,183,617,225,150,1858,1858,91,0,63242,91,3186,91,152,0
2500360,solo_GlyphRing,4,"It is not uncommon that the stone statues that are engraved with magical power or parts of architectures move to harm humans. After Medzio Diena, there's no one who think that could be a bit strange.",0,0,1,mon_glyphring,300,None,None,Dimension Glyphring,4,5,1,868,578,918,612,300,420,0,198,617,150,300,2453,2453,91,300,43003,91,3381,106,122,0
2500361,solo_loftlem_green,4,It is a monster from the demon realm that the Demon King Baiga uses. Baiga likes monsters that reports news from various worlds.,0,0,1,mon_loftlem_green,300,None,None,Dimension Green Loftlem,4,5,0,943,314,998,332,300,420,0,198,617,150,300,1840,1840,91,300,34402,91,3381,106,122,0
2500362,solo_pumpflap,1,"Until the year after Medzio Diena, people thought that the monsters that turned from the crops that haven't been harvested would not appear again if harvesters were careful. However, they lost their hope when the monsters started growing by themselves. Pumpleflap is an example of this.",0,0,5,mon_pumpflap,300,None,None,Dimension Pumpleflap,1,5,1,1733,1155,716,477,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500363,solo_Rudasjack,4,Some places in the devil realm are filled with these floating objects in the sky.,0,0,2,mon_rudasjack,300,None,None,Dimension Rudasjack,4,5,1,868,578,918,612,300,420,0,198,617,150,300,2453,2453,91,300,43003,91,3381,106,122,0
2500364,solo_jukotail,4,Jukotail doesn't walk on its tail. It is floating in the air and their insides are empty. We don't know if their insides are emptied within a short period of time after they die.,0,0,1,mon_jukotail,300,None,None,Dimension Jukotail,4,5,1,868,578,918,612,300,420,0,198,617,150,300,2453,2453,91,300,43003,91,3381,106,122,0
2500365,solo_pyran,3,Pyran is created when the egg of a reptile that is in ashes transforms and hatches.,0,0,2,mon_pyran,300,None,None,Dimension Pyran,1,5,1,2203,1468,969,646,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500366,solo_velffigy,1,"Used as a tool in demon shaman rituals. When the ritual is over, the shaman will obtain their ego. Shamans cannot use them for other purposes, so they will usually abandon them afterwards. Abandoned Velfiggy monsters will then carry on living their lives.",0,0,0,mon_velffigy,300,None,None,Dimension Velfiggy,1,5,1,1733,1155,716,477,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500367,solo_Burialer,4,A monster that is created when the tombstone of the dead and the spirit of the grave combine inaccurately.,0,0,5,mon_burialer,300,None,None,Dimension Burialer,4,5,1,868,578,918,612,300,420,0,198,617,150,300,2453,2453,91,300,43003,91,3381,106,122,0
2500368,solo_velwriggler_mage_red,1,This monster was bred by the demons and is known for its poisonous abilities.,0,0,2,mon_velwriggler_mage_red,300,None,None,Dimension Red Velwriggler Wizard,4,5,1,868,578,918,612,300,420,0,198,617,150,300,2453,2453,91,300,43003,91,3381,106,122,0
2500369,solo_velwriggler_mage_green,1,"This monster, which was born as a direct result of demonic influence, is agile and has poisons. Velwriggler that have a large amount of arsenic show these colors.",0,0,5,mon_velwriggler_mage_green,300,None,None,Dimension Green Velwriggler Wizard,4,5,1,868,578,918,612,300,420,0,198,617,150,300,2453,2453,91,300,43003,91,3381,106,122,0
2500370,solo_velaphid_red,3,A monster that is created when a part of a transformed monster from an arthropod gets transformed independently.,0,0,5,mon_velaphid_red,300,None,None,Dimension Velaphid,1,5,1,2203,1468,969,646,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500371,solo_anchor,4,Nothing is known about Anchors except that they are from the demonic world. It is unknown if an object became a monster or if it is a mutated demon. Even the colors do not offer any proper evidence.,0,0,0,mon_anchor,300,None,None,Dimension Anchor,1,5,1,1733,1155,716,477,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500372,solo_anchor_mage,4,Nothing is known about Anchors except that they are from the demonic world. It is unknown if an object became a monster or if it is a mutated demon. Even the colors do not offer any proper evidence.,0,0,0,mon_anchor_mage,300,None,None,Dimension Darkness Anchor,1,5,1,1733,1155,716,477,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500373,solo_shtayim_mage,4,"Despite its appearance, this magical creation has received the blessing of the goddess. Can deal critical damage to demons.",0,0,0,mon_shtayim_mage,300,None,None,Dimension Shtayim Mage,4,5,1,868,578,918,612,300,420,0,198,617,150,300,2453,2453,91,300,43003,91,3381,106,122,0
2500374,solo_Elet,1,"A long time ago, Elet used to be a fairy or a soul. They received the curse of Goddess Ausrine and they hid into the human world and lived on. Since Medzio Diena, when the demons invaded the world, they are showing their determination to participate with the other demons.",0,0,2,mon_elet,300,None,None,Dimension Elet,1,5,1,1733,1155,716,477,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500375,solo_Nuo,3,"What's unique about Nuo is that they are subordinates of the Demon King Kartas. Although Kartas possesses a brutal and unexpected personality, it is so incredible that Nuo who is under the control of Kartas possesses the power and the number for the ones who know well about the circumstances in the demons.",0,0,0,mon_nuo,300,None,None,Dimension Nuo,1,5,1,2203,1468,969,646,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500376,solo_Nuka,3,"Nuka is under the control of the Demon King Baiga and was dispatched here to fulfill the tasks that Gesti received from Giltine. But, Gesti is controlling them unlike what Baiga once thought.",0,0,0,mon_nuka,300,None,None,Dimension Nuka,1,5,1,2203,1468,969,646,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500377,solo_Elma,1,"Elma is one of Gesti's bodyguards, she is dispatched to various duties and also works as a guard at the devil realm.",0,0,0,mon_elma,300,None,None,Dimension Elma,1,5,1,1733,1155,716,477,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500378,solo_defender_spider,4,It gets created when the stone pieces or the stone figures of the buildings which the demons stayed change.,0,0,0,mon_defender_spider,300,None,None,Dimension Guardian Spider,1,5,1,1733,1155,716,477,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500379,solo_raider_bow,1,"Although a Kepa by name, it actually comes from the demon realm.",0,0,0,mon_raider_bow,300,None,None,Dimension Kepa Raider Wizard,1,5,1,1733,1155,716,477,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500380,solo_Socket_bow_brown,4,Sockets used to live deep underground in our world as well as in the demonic world. It is one of the few monsters that existed before Medzio Diena.,0,0,5,mon_socket_bow_brown,300,None,None,Dimension Brown Socket Archer,4,5,1,868,578,918,612,300,420,0,198,617,150,300,2453,2453,91,300,43003,91,3381,106,122,0
2500381,solo_FD_Goblin_Archer_red,3,Vubbe Archers specialize in using ranged weapons. Thus some people claim the Vubbes have specific roles.,0,0,2,mon_goblin_archer_red,300,None,None,Dimension Mine Socket Archer,0,5,1,1130,484,2477,1061,300,300,0,122,936,120,360,1379,2068,183,300,48054,61,2796,61,183,0
2500382,solo_FD_blok_archer,3,"Bloks just appeared within the last year, so there isn't much information about it yet.",0,0,7,mon_fd_blok_archer,300,None,None,Dimension Blok Archer,4,5,1,1157,771,1207,804,300,420,0,198,617,150,300,2453,2453,91,300,43003,91,3381,106,122,0
2500383,solo_FD_blok_wizard,3,"Bloks just appeared within the last year, so there isn't much information about it yet.",0,0,7,mon_fd_blok_wizard,300,None,None,Dimension Blok Wizard,4,5,1,1157,771,1207,804,300,420,0,198,617,150,300,2453,2453,91,300,43003,91,3381,106,122,0
2500384,solo_FD_kenol,3,There are quite a few reckless people who are going after the monsters that have big ores like the Kenol attached onto the bodies of the monsters. It would have been better if they had acted more cautiously when thinking about the disaster that was brought to the world.,0,0,7,fd_kenol,300,None,None,Dimension Kenol,4,5,1,1157,771,1207,804,300,420,0,198,617,150,300,2453,2453,91,300,43003,91,3381,106,122,0
2500385,solo_Harugal,4,A demon that follows the Demon Lord Hauberk. Most of them still show their loyalty to Hauberk even after their owner was sealed by Helgasercle.,0,0,4,mon_harugal,300,None,None,Dimension Harugal,1,5,2,2041,1099,843,454,300,300,0,91,512,120,360,2284,1523,61,300,57127,213,4382,183,61,0
2500386,solo_Hohen_mane,3,"Hohen are a species that had been competing with humans even before the Kingdom but had never been a real threat due to their limited numbers. However, they have started to threaten humans thanks to the environment becoming more favorable after Medzio Diena.",0,0,1,mon_hohen_mane,300,None,None,Dimension Hohen Mane,1,5,1,2203,1468,969,646,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500387,solo_Hohen_ritter,3,"Regardless of their color, Hohen Ritter play a central role in Hohen society. Hohen Mane and Hohen Mages sometimes lead Hohen Ritter but they still have pride in the fact that they are the main powers in their society.",0,0,2,mon_hohen_ritter,300,None,None,Dimension Hohen Ritter,1,5,1,2203,1468,969,646,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500388,solo_hohen_barkle,1,A specimen that has passed a sort of rite of passing in the Hohen society.,0,0,5,mon_hohen_barkle,300,None,None,Dimension Hohen Barkle,1,5,1,1733,1155,716,477,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500389,solo_Hohen_mage,1,Hohen Mages are rather new in Hohen society. They are demons that lived in our world rather than the demonic world. Those that had great magical talents grew in number after Medzio Diena and became Hohen Mages.,0,0,0,mon_hohen_mage,300,None,None,Dimension Hohen Mage,1,5,1,1733,1155,716,477,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500390,solo_Hohen_orben,3,"Hohen Orben play the role of prophet in their society but aren't treated particularly well, similar to how humans treat fortune tellers.",0,0,0,mon_hohen_orben,300,None,None,Dimension Hohen Orben,1,5,2,2395,1596,1053,702,300,300,0,91,512,120,360,2284,1523,61,300,57127,213,4382,183,61,0
2500391,solo_Hohen_gulak,3,"Hohen competed against humans since the birth of the kingdom. They were cooperative to demons instead of the goddesses, but they posed no big problems since their amount was small compared to humans. However, the environment that Medzio Diena changed is working more advantegeous for Hohens instead of humans so it is not certain whether humans would have an edge over them in the future.",0,0,0,mon_hohen_gulak,300,None,None,Dimension Hohen Gulak,1,5,2,2395,1596,1053,702,300,300,0,91,512,120,360,2284,1523,61,300,57127,213,4382,183,61,0
2500392,solo_FD_colimen,1,"Among Plant-type monsters, exceptionally, they show tribunal characteristics. In an academic point of view, many people wonder whether they would possess more sociality.",0,0,5,mon_colimen,300,None,None,Dimension Earth Colimen,5,5,1,1175,632,1310,705,540,270,0,183,617,225,150,1858,1858,91,0,63242,91,3186,91,152,0
2500393,solo_FD_minos_mage,3,"According to legend, Minos used to fight between themselves. This is because the demon lords used to use them to keep the Minos of other demon lords in check. Minos Mages are born when the demon lords give magical powers to their Minos.",0,0,2,mon_minos_mage,300,None,None,Dimension Minos Mage,1,5,1,2203,1468,969,646,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
2500394,solo_FD_Stoulet_mage,3,"A demon that respects the strong and is cruel to the weak. Nonetheless, its aggression trivializes this characteristic.",0,0,0,mon_stoulet_mage,300,None,None,Dimension Stoulet Mage,1,5,1,2203,1468,969,646,300,300,0,91,512,120,360,1986,1324,61,300,45702,213,4382,183,61,0
