$ID,$ID_NAME,Description,Icon,IconTooltip,Link_Collections,Link_Cubes,Link_Maps,Link_Maps_Exploration,Link_Monster,Link_Monsters,Link_RecipeMaterial,Link_RecipeTarget,MonsterElement,MonsterRace,Name,Price,Stat_Height,Stat_Legs,Stat_Weight,TimeCoolDown,TimeLifeTime,Tradability,Type,TypeCard,Weight
644121,card_Centaurus,[슬롯 장착 효과] 광역 공격 비율 +[★/5],icon_item_card_atk,088_centaurus,None,None,None,None,800067,None,None,None,4,1,켄타우로스 카드,500,230,4,227,0.0,0.0,TTTT,4,0,1.0
644122,card_Yeti,[슬롯 장착 효과] 최대 HP +[★ * 180],icon_item_card_util,089_yeti,None,None,None,None,57415,None,None,None,4,0,예티 카드,500,235,2,360,0.0,0.0,TTTT,4,5,1.0
644123,card_Frogola,[슬롯 장착 효과] HP 포션 종류 사용 시 10초간 마법 방어력 +[★]%,icon_item_card_def,100_frogola,None,None,None,None,800018,None,None,None,4,1,프로골라 카드,500,201,1,164,0.0,0.0,TTTT,4,1,1.0
644125,card_Marionette,[슬롯 장착 효과] 공격 시 [★/3]% 확률로 상대방에게 3초간 슬로우 상태,icon_item_card_util,105_marionette,None,None,None,None,800068,None,None,None,0,1,마리오네트 카드,500,318,2,211,0.0,0.0,TTTT,4,5,1.0
644126,card_Canceril,[슬롯 장착 효과] 중형 대상에게 피격 시 [★]% 확률로 HP 2% 회복{nl}재사용 대기 시간 15초,icon_item_card_util,110_canceril,None,None,None,None,800025,None,None,None,4,2,캔서릴 카드,500,212,6,256,0.0,0.0,TTTT,4,5,1.0
644127,card_Crabil,[슬롯 장착 효과] 스턴 상태이상 저항 +[★ * 2],icon_item_card_util,111_crabil,None,None,None,None,47505,None,None,None,1,0,크래빌 카드,500,270,8,400,0.0,0.0,TTTT,4,5,1.0
644128,card_Genmagnus,[슬롯 장착 효과] 보조 물리 공격력 +[★*3],icon_item_card_atk,069_boss_genmagnus,None,None,None,None,800069,None,None,None,4,1,마스터 지니 카드,500,380,1,83,0.0,0.0,TTTT,4,0,1.0
644129,card_merregina,[슬롯 장착 효과] 얼음 속성 추가 대미지 +[★*10],icon_item_card_util,077_merregina,None,None,None,None,800070,None,None,None,4,1,머레지나 카드,500,363,1,208,0.0,0.0,TTTT,4,5,1.0
644130,card_Templeshooter,"[슬롯 장착 효과] 힘 스텟 +[★/2], 정신 스탯 +[★/2] ",icon_item_card_stat,063_boss_templeshooter,None,None,None,None,800021,None,None,None,0,1,템플슈터 카드,500,230,2,224,0.0,0.0,TTTT,4,4,1.0
644131,card_Fireload,[슬롯 장착 효과] 불 속성 추가 대미지 +[★*10],icon_item_card_util,129_boss_firelord,None,[642902],None,None,800023,None,None,None,2,1,파이어로드 카드,500,274,2,207,0.0,0.0,TTTT,4,5,1.0
644132,card_Kubas,"[슬롯 장착 효과] 지능 스텟 +[★/2], 정신 스탯 +[★/2] ",icon_item_card_stat,130_boss_kubas,None,None,None,None,41373,None,None,None,5,4,큐바스 카드,500,253,2,1620,0.0,0.0,TTTT,4,4,1.0
644133,card_Deathweaver,[슬롯 장착 효과] 대형 몬스터에게 피격 시 [★]% 확률로 HP 3% 회복{nl}재사용 대기 시간 15초,icon_item_card_util,081_boss_deathweaver,None,None,None,None,800026,None,None,None,0,1,데스위버 카드,500,430,8,364,0.0,0.0,TTTT,4,5,1.0
644134,card_Flammidus,[슬롯 장착 효과] 불 속성 저항력 +[★*10],icon_item_card_def,132_boss_flammidus,None,"[642910, 642920, 642942]",None,None,800031,None,None,None,0,1,플람미두스 카드,500,211,2,55,0.0,0.0,TTTT,4,1,1.0
644135,card_Marnoks,[슬롯 장착 효과] 치명타 발생 +[★ * 1.5],icon_item_card_util,139_boss_marnoks,None,None,None,None,800078,None,None,None,1,1,마르녹스 카드,500,,,,0.0,0.0,TTTT,4,5,1.0
644136,card_Zawra,[슬롯 장착 효과] 물리 방어력 +[★]%,icon_item_card_def,140_boss_zawra,None,None,None,None,800072,None,None,None,0,1,자우라 카드,500,,,,0.0,0.0,TTTT,4,1,1.0
644137,card_Prisoncutter,[슬롯 장착 효과] 출혈 상태 이상에 걸린 대상에게 주는 대미지[★]% 증가,icon_item_card_atk,143_boss_prisoncutter,None,None,None,None,800020,None,None,None,0,1,프리즌커터 카드,500,,,,0.0,0.0,TTTT,4,0,1.0
644138,card_FerretMarauder,[슬롯 장착 효과] 공격 시 증가하는 도발 수치 +[★]%,icon_item_card_util,141_boss_ferretmarauder,None,None,None,None,57864,None,None,None,1,0,페릿머로더 카드,500,,,,0.0,0.0,TTTT,4,5,1.0
644139,card_Velniamonkey,[슬롯 장착 효과] 중독 상태 이상에 걸린 대상에게 주는 대미지[★]% 증가,icon_item_card_atk,142_boss_velniamonkey,None,None,None,None,57428,None,None,None,7,5,벨니아몽키 카드,500,,,,0.0,0.0,TTTT,4,0,1.0
644140,card_Woodspirit,[슬롯 장착 효과] 피격 시 10% 확률로 HP [★ * 70]회복{nl}재사용 대기 시간 20초,icon_item_card_def,002_boss_woodspirit,None,None,None,None,47355,None,None,None,1,5,우드스피릿 카드,500,,,,0.0,0.0,TTTT,4,1,1.0
644141,card_Armaox,[슬롯 장착 효과] 피격 시 10% 확률로 10초간 실드[★ * 100] 생성,icon_item_card_def,144_boss_armaox,None,"[642925, 642943]",None,None,57443,None,None,None,7,5,아르마오스 카드,500,,,,0.0,0.0,TTTT,4,1,1.0
644142,card_Succubus,[슬롯 장착 효과] 공격 시 증가하는 도발 수치 -[★]%,icon_item_card_util,138_boss_succubus,None,None,None,None,800079,None,None,None,7,1,서큐버스 카드,500,,,,0.0,0.0,TTTT,4,5,1.0
644143,card_Stonefroster,[슬롯 장착 효과] HP 포션 사용 시 10초간 체력 +[★ * 1.5],icon_item_card_stat,145_boss_stonefroster,None,None,None,None,57589,None,None,None,1,4,스톤프로스터 카드,500,,,,0.0,0.0,TTTT,4,4,1.0
644144,card_Lapene,"[슬롯 장착 효과] 힘, 체력, 지능, 정신, 민첩 + [★/3]",icon_item_card_stat,146_boss_lapene,None,None,None,None,57866,None,None,None,2,0,라페네 카드,500,,,,0.0,0.0,TTTT,4,4,1.0
644145,card_Rambandgad,[슬롯 장착 효과] SP 포션 사용 시 10초간 정신 +[★ * 1.5],icon_item_card_stat,147_boss_rambandgad,None,"[642925, 642943]",None,None,800019,None,None,None,0,1,래밴자드 카드,500,,,,0.0,0.0,TTTT,4,4,1.0
644146,card_SwordBallista,[슬롯 장착 효과] 루팅 찬스 +[★ * 5],icon_item_card_stat,148_boss_swordballista,None,None,None,None,800081,None,None,None,0,1,고르카스 카드,500,,,,0.0,0.0,TTTT,4,4,1.0
644147,card_FrosterLord,[슬롯 장착 효과] 공격 시 [★/2]% 확률로 상대방에게 4초간 동상 효과{nl}(보스에게는 적용되지 않습니다.),icon_item_card_atk,149_boss_frosterlord,None,None,None,None,800076,None,None,None,0,1,프로스터 로드 카드,500,,,,0.0,0.0,TTTT,4,0,1.0
644148,card_varleking,[슬롯 장착 효과] 치유력 +[★ * 5],icon_item_card_def,144_boss_varleking,None,"[642928, 642944]",None,None,57866,None,None,None,2,0,바를킹 카드,500,,,,0.0,0.0,TTTT,4,1,1.0
644149,card_payawoota,[슬롯 장착 효과] 모든 스탯  +[★ * 0.4],icon_item_card_stat,001_npc_payawoota,None,None,None,None,,None,None,None,,,파야우타 카드,500,,,,0.0,0.0,TTTT,4,4,1.0
644150,card_skiaclips,"[슬롯 장착 효과] 지능, 체력 + [★]",icon_item_card_stat,156_boss_skiaclipse,None,[642948],None,None,57866,None,None,None,2,0,스키아클립스 카드,500,,,,0.0,0.0,TTTT,4,4,1.0
644151,card_Moringponia,[슬롯 장착 효과] 결빙 상태이상 저항 +[★]{nl} 최대 HP +[100 * ★],icon_item_card_util,157_boss_moringponia,None,None,None,None,800090,None,None,None,6,2,모링포니아 카드,500,,,,0.0,0.0,TTTT,4,5,1.0
644152,card_Misrus,[슬롯 장착 효과] 암흑 상태이상 저항 +[★]{nl} 최대 SP +[60 * ★],icon_item_card_util,158_boss_misrus,None,[642953],None,None,57866,None,None,None,2,0,머즈루스 카드,500,,,,0.0,0.0,TTTT,4,5,1.0
644153,card_tantaliser,"[슬롯 장착 효과] 힘, 체력 + [★]",icon_item_card_stat,159_boss_tantaliser,None,[642957],None,None,800091,None,None,None,6,2,탄타이저 카드,500,,,,0.0,0.0,TTTT,4,4,1.0
644154,card_vaidotas,"[슬롯 장착 효과] 물리 공격력, 마법 공격력 + [★ * 10]",icon_item_card_atk,002_npc_vaidotas,None,None,None,None,,None,None,None,,,바이도타스 카드,500,,,,0.0,0.0,FFFT,4,0,1.0
644155,card_vlaentinas,"[슬롯 장착 효과] 물리 방어력, 마법 방어력 + [★ * 10]",icon_item_card_def,003_npc_vlaentinas,None,None,None,None,,None,None,None,,,발렌티나스 카드,500,,,,0.0,0.0,FFFT,4,1,1.0
644156,card_uska,[슬롯 장착 효과] 모든 스탯 + [★ * 0.4],icon_item_card_stat,004_npc_uska,None,None,None,None,,None,None,None,,,우스카 카드,500,,,,0.0,0.0,FFFT,4,4,1.0
644157,card_cyrenia,"[슬롯 장착 효과] 스태미너 + [★], 최대 HP + [100 * ★]",icon_item_card_util,006_npc_cyrenia,None,None,None,None,,None,None,None,,,시레니아 카드,500,,,,0.0,0.0,FFFT,4,5,1.0
644158,card_Neringa,[슬롯 장착 효과] 모든 스탯 + [★ * 0.5],icon_item_card_stat,007_npc_neringa,None,None,None,None,,None,None,None,,,네링가 카드,500,,,,0.0,0.0,TTTT,4,4,1.0
644159,card_Glacier,"[슬롯 장착 효과] 정신, 체력 + [★]",icon_item_card_stat,160_boss_glacier,None,[642960],None,None,59374,None,None,None,4,4,글레이시어 카드,500,,,,0.0,0.0,TTTT,4,4,1.0
644501,Master_card_Boruble,[슬롯 장착 효과] 치유력 +[★ * 30],icon_item_card_def,008_npc_boruble,None,None,None,None,,None,None,None,,,보러블 카드,500,,,,0.0,0.0,TTTT,4,1,1.0
644502,Master_card_MariaLeed,[슬롯 장착 효과] 피격 시 10% 확률로 10초간 최대 HP의 [★ /2]% 실드 생성{nl}재사용 대기 시간 30초,icon_item_card_def,009_npc_maria,None,None,None,None,,None,None,None,,,마리아 리드 카드,500,,,,0.0,0.0,TTTT,4,1,1.0
644503,Master_card_JuraSwajone,[슬롯 장착 효과] 회피 +[★ * 10],icon_item_card_def,010_npc_juraswajone,None,None,None,None,,None,None,None,,,유라 스와요네 카드,500,,,,0.0,0.0,TTTT,4,1,1.0
644504,Master_card_Kamiya,[슬롯 장착 효과] 광역 방어 비율 +[★/5],icon_item_card_util,011_npc_kamiya,None,None,None,None,,None,None,None,,,카미야 카드,500,,,,0.0,0.0,TTTT,4,5,1.0
644505,Master_card_EckipseUbik,[슬롯 장착 효과] 어둠 속성 마법 공격 시 대미지 [★]% 증가,icon_item_card_atk,012_npc_eclipseubik,None,None,None,None,,None,None,None,,,이클립스 유빅 카드,500,,,,0.0,0.0,TTTT,4,0,1.0
644506,Master_card_AbrehMelinn,[슬롯 장착 효과] 불 속성 마법 공격 시 대미지 [★]% 증가,icon_item_card_atk,013_npc_abrehmelinn,None,None,None,None,,None,None,None,,,아브레 멜린 카드,500,,,,0.0,0.0,TTTT,4,0,1.0
644507,Master_card_Rashn,[슬롯 장착 효과] 힘 스탯 + [★ * 4],icon_item_card_stat,014_npc_rashn,None,None,None,None,,None,None,None,,,라슈아 카드,500,,,,0.0,0.0,TTTT,4,4,1.0
644508,Master_card_Lucia,[슬롯 장착 효과] 지능 스탯 + [★ * 4],icon_item_card_stat,015_npc_lucia,None,None,None,None,,None,None,None,,,루치아 카드,500,,,,0.0,0.0,TTTT,4,4,1.0
644509,Master_card_EdmundasTiller,[슬롯 장착 효과] 민첩 스탯 + [★ * 4],icon_item_card_stat,016_npc_edmundastiller,None,None,None,None,,None,None,None,,,에드뮨다스 틸러 카드,500,,,,0.0,0.0,TTTT,4,4,1.0
644510,Master_card_Rozaliia,[슬롯 장착 효과] 정신 스탯 + [★ * 4],icon_item_card_stat,017_npc_rozaliia,None,None,None,None,,None,None,None,,,로잘리야 카드,500,,,,0.0,0.0,TTTT,4,4,1.0
644511,Master_card_Vilius,[슬롯 장착 효과] 명중 + [★ * 10],icon_item_card_util,018_npc_vilius,None,None,None,None,,None,None,None,,,빌리우스 카드,500,,,,0.0,0.0,TTTT,4,5,1.0
644512,Master_card_JenaHavindar,[슬롯 장착 효과] 추가 대미지 + [★ * 40],icon_item_card_atk,019_npc_jenahavindar,None,None,None,None,,None,None,None,,,예나 하빈다르 카드,500,,,,0.0,0.0,TTTT,4,0,1.0
644513,Master_card_ReamToiler,[슬롯 장착 효과] 블록 + [★ * 10],icon_item_card_def,020_npc_reamtoiler,None,None,None,None,,None,None,None,,,리엄 토일러 카드,500,,,,0.0,0.0,TTTT,4,1,1.0
644514,Master_card_NoirParesseus,[슬롯 장착 효과] 블록 관통 + [★ * 10],icon_item_card_util,021_npc_noirparesseus,None,None,None,None,,None,None,None,,,노어 파레세우스 카드,500,,,,0.0,0.0,TTTT,4,5,1.0
644515,Master_card_Mei,[슬롯 장착 효과] 치명타 발생 +[★ * 10],icon_item_card_util,022_npc_mei,None,None,None,None,,None,None,None,,,메이 카드,500,,,,0.0,0.0,TTTT,4,5,1.0
644516,Master_card_ShellyPennington,[슬롯 장착 효과] 치명타 저항 +[★ * 10],icon_item_card_util,023_npc_shellypennington,None,None,None,None,,None,None,None,,,쉘리 페닝튼 카드,500,,,,0.0,0.0,TTTT,4,5,1.0
644517,Master_card_Winona_Ende,[슬롯 장착 효과] 주변 100범위 내에 적이 7명 이상일 때 대미지 증가 +[★ * 1.3]%{nl}(PvP지역에서는 [★ * 0.8]%),icon_item_card_atk,024_npc_winonaende,None,None,None,None,,None,None,None,,,위노나 엔데 카드,500,,,,0.0,0.0,TTTT,4,0,1.0
644518,Master_card_Feliksia,[슬롯 장착 효과] 보스에게 받는 피해 감소 +[★ * 0.4]%,icon_item_card_def,025_npc_feliksia,None,None,None,None,,None,None,None,,,펠릭시아 카드,500,,,,0.0,0.0,TTTT,4,1,1.0
644519,Master_card_MistesGoldmund,[슬롯 장착 효과] 신성 속성 마법 공격 시 대미지 [★]% 증가,icon_item_card_atk,026_npc_mistesgoldmund,None,None,None,None,,None,None,None,,,마이스테스 골드문트 카드,500,,,,0.0,0.0,TTTT,4,0,1.0
644520,Master_card_AleisterCrowley,[슬롯 장착 효과] 얼음 속성 마법 공격 시 대미지 [★]% 증가,icon_item_card_atk,027_npc_feliksiaaleistercrowley,None,None,None,None,,None,None,None,,,알리스터 크로울리 카드,500,,,,0.0,0.0,TTTT,4,0,1.0
644521,Master_card_Tesla,[슬롯 장착 효과] 최대 SP +[★ * 90],icon_item_card_util,028_npc_tesla,None,None,None,None,,None,None,None,,,테슬라 카드,500,,,,0.0,0.0,TTTT,4,5,1.0
644522,Master_card_KiolRuarawa,[슬롯 장착 효과] HP 회복력 +[★ * 60],icon_item_card_util,029_npc_kiolruarawa,None,None,None,None,,None,None,None,,,키올 루아라와 카드,500,,,,0.0,0.0,TTTT,4,5,1.0
644523,Master_card_LucidWinterspoon,[슬롯 장착 효과] 캐스팅 시간 [★ * 0.5]% 감소,icon_item_card_util,030_lucidwinterspoon,None,None,None,None,,None,None,None,,,루시드 윈터스푼 카드,500,,,,0.0,0.0,TTTT,4,5,1.0
644524,Master_card_BangomontBorjigin,[슬롯 장착 효과] 광역 공격 비율 +[★ * 0.3],icon_item_card_atk,031_bangomontborjigin,None,None,None,None,,None,None,None,,,뱅고몬트 보르이긴 카드,500,,,,0.0,0.0,TTTT,4,0,1.0
644525,Master_card_DamirBorkhan,[슬롯 장착 효과] 땅 속성 마법 공격 시 대미지 [★]% 증가,icon_item_card_atk,032_damirborkhan,None,None,None,None,,None,None,None,,,다미르 보르칸 카드,500,,,,0.0,0.0,TTTT,4,0,1.0
644526,Master_card_KhanomCaolaw,[슬롯 장착 효과] 때리기 속성 공격 시 대미지 [★]% 증가,icon_item_card_atk,033_khanomcaolaw,None,None,None,None,,None,None,None,,,카놈 차올라우 카드,500,,,,0.0,0.0,TTTT,4,0,1.0
644527,Master_card_Rudmila,[슬롯 장착 효과] 총기 속성 공격 시 대미지 [★]% 증가,icon_item_card_atk,034_rudmila,None,None,None,None,,None,None,None,,,루드밀라 카드,500,,,,0.0,0.0,TTTT,4,0,1.0
644528,Master_card_Flintess,[슬롯 장착 효과] 베기 속성 공격 시 대미지 [★]% 증가,icon_item_card_atk,035_flintess,None,None,None,None,,None,None,None,,,플린테스 카드,500,,,,0.0,0.0,TTTT,4,0,1.0
644529,Master_card_SorshaHutton,[슬롯 장착 효과] 찌르기 속성 공격 시 대미지 [★]% 증가,icon_item_card_atk,036_sorshahutton,None,None,None,None,,None,None,None,,,소르샤 허턴 카드,500,,,,0.0,0.0,TTTT,4,0,1.0
644530,Master_card_IliTerid,[슬롯 장착 효과] 염 속성 마법 공격 시 대미지 [★]% 증가,icon_item_card_atk,037_iliterid,None,None,None,None,,None,None,None,,,일리 테리드 카드,500,,,,0.0,0.0,TTTT,4,0,1.0
644531,Master_card_LufasKehel,[슬롯 장착 효과] 무 속성 마법 공격 시 대미지 [★]% 증가,icon_item_card_atk,038_lufaskehel,None,None,None,None,,None,None,None,,,루파스 케헬 카드,500,,,,0.0,0.0,TTTT,4,0,1.0
644532,Master_card_VisavaldasBlack,[슬롯 장착 효과] 활 속성 공격 시 대미지 [★]% 증가,icon_item_card_atk,039_visavaldasblack,None,None,None,None,,None,None,None,,,비스발다스 블랙 카드,500,,,,0.0,0.0,TTTT,4,0,1.0
644533,Master_card_Pauline,[슬롯 장착 효과] 캐논 속성 공격 시 대미지 [★]% 증가,icon_item_card_atk,040_pauline,None,None,None,None,,None,None,None,,,폴린 카드,500,,,,0.0,0.0,TTTT,4,0,1.0
644534,Master_card_GeHong,[슬롯 장착 효과] 전기 속성 마법 공격 시 대미지 [★]% 증가,icon_item_card_atk,041_gehong,None,None,None,None,,None,None,None,,,갈홍 카드,500,,,,0.0,0.0,TTTT,4,0,1.0
644535,Master_card_PhilipAureolus,[슬롯 장착 효과] 독 속성 마법 공격 시 대미지 [★]% 증가,icon_item_card_atk,042_philipaureolus,None,None,None,None,,None,None,None,,,필립 아우뢸루스 카드,500,,,,0.0,0.0,TTTT,4,0,1.0
644900,Legend_card_Marnoks,[슬롯 장착 효과] 최소 치명타 확률 [★ * 2]% 증가,icon_item_card_legend,139_boss_marnoks,None,None,None,None,800078,None,None,None,1,1,마군주 마르녹스 카드,0,,,,0.0,0.0,TTTT,4,2,1.0
644901,Legend_card_Blud,[슬롯 장착 효과] PVP시 받는 대미지 [★ * 3]% 감소,icon_item_card_legend,112_blud,None,None,None,None,800060,None,None,None,0,1,마군주 블룻 카드,0,,,,0.0,0.0,TTTT,4,2,1.0
644902,Legend_card_Zawra,[슬롯 장착 효과] 물리 방어력 [★ * 10]% 증가,icon_item_card_legend,140_boss_zawra,None,None,None,None,800072,None,None,None,0,1,마군주 자우라 카드,0,,,,0.0,0.0,TTTT,4,2,1.0
644903,Legend_card_Nuaele,[슬롯 장착 효과] 마법 방어력 [★ * 10]% 증가,icon_item_card_legend,074_nuaele,None,None,None,None,800016,None,None,None,0,1,마군주 누아엘레 카드,0,,,,0.0,0.0,TTTT,4,2,1.0
644904,Legend_card_Helgasercle,[슬롯 장착 효과] 몬스터 처치 시 1마리당 SP [★ * 20]회복,icon_item_card_legend,053_boss_helgasercle,None,None,None,None,800057,None,None,None,0,1,마군주 헬가 세르클 카드,0,,,,0.0,0.0,TTTT,4,2,1.0
644905,Legend_card_Lecifer,[슬롯 장착 효과] 이동속도 [★] 증가,icon_item_card_legend,030_boss_lecifer,None,None,None,None,800043,None,None,None,0,1,마군주 렉시퍼 카드,0,,,,0.0,0.0,TTTT,4,2,1.0
644906,Legend_card_Mirtis,[슬롯 장착 효과] 공격 시 유리한 상성이 아닐 때 최종 대미지 [★ * 0.4]%{nl}(PvP지역에서 효과 반감),icon_item_card_legend,007_boss_mirtis,None,None,None,None,800048,None,None,None,0,1,마군주 미르티스 카드,0,,,,0.0,0.0,TTTT,4,2,1.0
644907,Legend_card_Kucarry_Balzermance,[슬롯 장착 효과] 경험치 획득량 [★]% 증가,icon_item_card_legend,151_boss_kucarry_balzermancer,None,[642926],None,None,58818,None,None,None,0,0,영험한 쿠게리 발저맨서 카드,0,,,,0.0,0.0,TTTT,4,2,1.0
644908,Legend_card_PantoRex,[슬롯 장착 효과] 야수형 몬스터에게 주는 대미지 [★ * 7]% 증가,icon_item_card_legend,150_boss_pantorex,None,None,None,None,700023,None,None,None,1,0,이단자 판토렉스 카드,0,,,,0.0,0.0,TTTT,4,2,1.0
644909,Legend_card_Velcoffer,[슬롯 장착 효과] 몬스터에게 받는 대미지 [★ * 3]% 감소,icon_item_card_legend,136_raid_boss_blackgargoyle,None,[642916],None,None,58690,None,None,None,0,0,벨코퍼 카드,0,,,,0.0,0.0,TTTT,4,2,1.0
644910,Legend_card_FrosterLord,[슬롯 장착 효과] 소환수의 최소 공격력과 최대 공격력의 차이가 [★ * 10]% 감소{nl}(10LV 달성 시 소환수의 최소 공격력이 최대 공격력과 동일하게 변경됩니다.),icon_item_card_legend,149_boss_frosterlord,None,[642927],None,None,800076,None,None,None,0,1,마군주 프로스터 로드 카드,0,,,,0.0,0.0,TTTT,4,2,1.0
644911,Legend_card_Acio,[슬롯 장착 효과] 치명타 발생 +[★ * 15],icon_item_card_legend,152_boss_asio,None,[642929],None,None,59154,None,None,None,5,0,아시오 메이지 카드,0,,,,0.0,0.0,TTTT,4,2,1.0
644912,Legend_card_Wastrel,[슬롯 장착 효과] 최대 HP +[★ * 500],icon_item_card_legend,153_boss_wastrel,None,[642931],None,None,59172,None,None,None,0,4,웨이스트럴 카드,0,,,,0.0,0.0,TTTT,4,2,1.0
644913,Legend_card_ignas,[슬롯 장착 효과] 치명타 공격시 [★ * 5]% 확률로 6초 동안 은신합니다.,icon_item_card_legend,154_boss_ignas,None,[642934],None,None,800089,None,None,None,0,1,이그나스 카드,0,,,,0.0,0.0,TTTT,4,2,1.0
644914,Legend_card_boruta,[슬롯 장착 효과] 보스 몬스터에게 대미지 [★ * 5]% 증가 ,icon_item_card_legend,155_boss_boruta,None,None,None,None,59208,None,None,None,0,0,보루타 카드,0,,,,0.0,0.0,TTTT,4,2,1.0
644915,Legend_card_Marnoks_JP,[슬롯 장착 효과] 최소 치명타 확률 [★ * 2]% 증가,icon_item_card_legend,139_boss_marnoks,None,None,None,None,800078,None,None,None,1,1,마군주 마르녹스 카드,0,,,,0.0,0.0,FFFT,4,2,1.0
644916,Legend_card_Blud_JP,[슬롯 장착 효과] PVP시 받는 대미지 [★ * 3]% 감소,icon_item_card_legend,112_blud,None,None,None,None,800060,None,None,None,0,1,마군주 블룻 카드,0,,,,0.0,0.0,FFFT,4,2,1.0
644917,Legend_card_Zawra_JP,[슬롯 장착 효과] 물리 방어력 [★ * 10]% 증가,icon_item_card_legend,140_boss_zawra,None,None,None,None,800072,None,None,None,0,1,마군주 자우라 카드,0,,,,0.0,0.0,FFFT,4,2,1.0
644918,Legend_card_Nuaele_JP,[슬롯 장착 효과] 마법 방어력 [★ * 10]% 증가,icon_item_card_legend,074_nuaele,None,None,None,None,800016,None,None,None,0,1,마군주 누아엘레 카드,0,,,,0.0,0.0,FFFT,4,2,1.0
644919,Legend_card_Helgasercle_JP,[슬롯 장착 효과] 몬스터 처치 시 1마리당 SP [★ * 20]회복,icon_item_card_legend,053_boss_helgasercle,None,None,None,None,800057,None,None,None,0,1,마군주 헬가 세르클 카드,0,,,,0.0,0.0,FFFT,4,2,1.0
644920,Legend_card_Lecifer_JP,[슬롯 장착 효과] 이동속도 [★] 증가,icon_item_card_legend,030_boss_lecifer,None,None,None,None,800043,None,None,None,0,1,마군주 렉시퍼 카드,0,,,,0.0,0.0,FFFT,4,2,1.0
644921,Legend_card_Mirtis_JP,[슬롯 장착 효과] 공격 시 유리한 상성이 아닐 때 최종 대미지 [★ * 0.4]%{nl}(PvP지역에서 효과 반감),icon_item_card_legend,007_boss_mirtis,None,None,None,None,800048,None,None,None,0,1,마군주 미르티스 카드,0,,,,0.0,0.0,FFFT,4,2,1.0
644922,Legend_card_FrosterLord_JP,[슬롯 장착 효과] 소환수의 최소 공격력과 최대 공격력의 차이가 [★ * 10]% 감소{nl}(10LV 달성 시 소환수의 최소 공격력이 최대 공격력과 동일하게 변경됩니다.),icon_item_card_legend,149_boss_frosterlord,None,None,None,None,800076,None,None,None,0,1,마군주 프로스터 로드 카드,0,,,,0.0,0.0,FFFT,4,2,1.0
644923,Legendcard_skiaclips,[슬롯 장착 효과] 곤충형 대상 공격력 750 * [★],icon_item_card_legend,156_boss_skiaclipse,None,[642949],None,None,57866,None,None,None,2,0,해방된 스키아클립스 카드,0,,,,0.0,0.0,TTTT,4,2,1.0
644924,Legendcard_Moringponia,[슬롯 장착 효과] 중형 대상 공격력 300 * [★],icon_item_card_legend,157_boss_moringponia,None,None,None,None,800090,None,None,None,6,2,마군주 모링포니아 카드,0,,,,0.0,0.0,TTTT,4,2,1.0
644925,Legendcard_Misrus,"[슬롯 장착 효과] 실드 사용 중인 적에게 1,000 * [★] 추가 대미지",icon_item_card_legend,158_boss_misrus,None,[642953],None,None,57866,None,None,None,2,0,분노한 머즈루스 카드,0,,,,0.0,0.0,TTTT,4,2,1.0
644926,Legendcard_bayl,"[슬롯 장착 효과] 팀 레벨이 50 이하 일 때, 경험치 흭득량 [★ * 10]% 증가",icon_item_card_legend,005_npc_bayl,None,None,None,None,,None,None,None,,,바일 카드,0,,,,0.0,0.0,FFFT,4,2,1.0
644927,Legendcard_tantaliser,"[슬롯 장착 효과] 불, 얼음, 독, 전기, 염, 땅, 신성, 어둠 [★ * 50] 추가 대미지",icon_item_card_legend,159_boss_tantaliser,None,"[642958, 642965]",None,None,800091,None,None,None,6,2,마군주 탄타이저 카드,0,,,,0.0,0.0,TTTT,4,2,1.0
644928,Legendcard_Glacier,[슬롯 장착 효과] 변이형 대상 공격력 750 * [★],icon_item_card_legend,160_boss_glacier,None,"[642963, 642964]",None,None,59374,None,None,None,4,4,한 서린 글레이시어 카드,0,,,,0.0,0.0,TTTT,4,2,1.0
644929,Legendcard_TelHarcha,[슬롯 장착 효과] 식물형 대상 공격력 750 * [★],icon_item_card_legend,161_boss_telharsha,None,[642966],None,None,59477,None,None,None,2,4,텔하르샤 카드,0,,,,0.0,0.0,TTTT,4,2,1.0
644930,Legendcard_Leticia,[장착 불가] [강화 불가] 레전드 카드 강화용으로 사용됩니다. ,icon_item_card_legend,028_npc_leticia,None,None,None,None,,None,None,None,,,레티샤 카드,0,,,,0.0,0.0,TTTT,4,2,1.0
644931,Legendcard_Guilty,[슬롯 장착 효과] 보스 몬스터에게 대미지{nl}[★ * 8]% 증가 ,icon_item_card_legend,162_boss_guilty,None,None,None,None,,None,None,None,,,길티네 카드,0,,,,0.0,0.0,TFFT,4,2,1.0
644932,Legendcard_Avataras,[슬롯 장착 효과] 악마형 대상 공격력 750 * [★],icon_item_card_legend,163_boss_avataras,None,[642967],None,None,,None,None,None,,,아바타라스 카드,0,,,,0.0,0.0,TTTT,4,2,1.0
