$ID,$ID_NAME,Armor,Description,EXP,EXPClass,Element,Icon,Level,Link_Items,Link_Maps,Name,Race,Rank,Size,Stat_ATTACK_MAGICAL_MAX,Stat_ATTACK_MAGICAL_MIN,Stat_ATTACK_PHYSICAL_MAX,Stat_ATTACK_PHYSICAL_MIN,Stat_Accuracy,Stat_BlockPenetration,Stat_BlockRate,Stat_CON,Stat_CriticalDamage,Stat_CriticalDefense,Stat_CriticalRate,Stat_DEFENSE_MAGICAL,Stat_DEFENSE_PHYSICAL,Stat_DEX,Stat_Evasion,Stat_HP,Stat_INT,Stat_SP,Stat_SPR,Stat_STR,Type
2500483,solo_lapasape_brown,3,깊은 숲속에서만 마주칠 것이라 생각하지 마십시오. 가끔 인간의 작물을 먹기 위해 어슬렁거릴 때도 있습니다.,0,0,7,mon_lapasape_brown,300,None,None,이공간의 갈색 라프세이프,5,5,0,2515,1676,2731,1821,540,270,0,183,617,450,150,2788,2788,91,0,50594,91,3186,91,152,0
2500484,solo_lapasape_mage_blue,3,중재자 역할을 오래 수행하여 공적을 인정받으면 이런 특수한 직군에 종사할 기회를 얻는다고 합니다.,0,0,7,mon_lapasape_mage_blue,300,None,None,이공간의 푸른 라프세이프 메이지,5,5,1,2892,1928,3141,2094,540,270,0,183,617,450,150,3717,3717,91,0,63242,91,3186,91,152,0
2500485,solo_lapasape_mage_brown,3,중재자 역할을 오래 수행하여 공적을 인정받으면 이런 특수한 직군에 종사할 기회를 얻는다고 합니다. 그 후에 이런 색으로 변하는 이유는 알려지지 않았습니다.,0,0,7,mon_lapasape_mage_brown,300,None,None,이공간의 갈색 라프세이프 메이지,5,5,1,2892,1928,3141,2094,540,270,0,183,617,450,150,3717,3717,91,0,63242,91,3186,91,152,0
2500486,solo_lapasape_bow_blue,3,다른 라프세이프 사이의 중재 역할을 맡는 라프세이프라고 합니다.,0,0,7,mon_lapasape_bow_blue,300,None,None,이공간의 푸른 라프세이프 주술사,5,5,1,2892,1928,3141,2094,540,270,0,183,617,450,150,3717,3717,91,0,63242,91,3186,91,152,0
2500487,solo_lapasape_bow_brown,3,중재자 역할을 오래 수행하여 공적을 인정받으면 이런 특수한 직군에 종사할 기회를 얻는다고 합니다. 그 후에 이런 색으로 변하는 이유는 알려지지 않았습니다.,0,0,7,mon_lapasape_bow_brown,300,None,None,이공간의 갈색 라프세이프 주술사,5,5,1,2892,1928,3141,2094,540,270,0,183,617,450,150,3717,3717,91,0,63242,91,3186,91,152,0
2500488,solo_colimen_blue,1,식물형 가운데는 예외적으로 종족적인 특징으로 보여주는 몬스터입니다. 학문적으로는 이들이 더 높은 사회성을 지니게 될지 궁금해하는 사람들이 있습니다. 이 색의 콜리멘은 수 년 정도를 삽니다.,0,0,5,mon_colimen_blue,300,None,None,이공간의 푸른 콜리멘,5,5,1,2350,1265,2620,1410,540,270,0,183,617,450,150,3717,3717,91,0,63242,91,3186,91,152,0
2500489,solo_colimen_brown,1,식물형 가운데는 예외적으로 종족적인 특징으로 보여주는 몬스터입니다. 학문적으로는 이들이 더 높은 사회성을 지니게 될지 궁금해하는 사람들이 있습니다. 갈색 개체는 나무로 치면 낙엽을 떨구는 시기에 해당합니다.,0,0,5,mon_colimen_brown,300,None,None,이공간의 갈색 콜리멘,5,5,1,2350,1265,2620,1410,540,270,0,183,617,450,150,3717,3717,91,0,63242,91,3186,91,152,0
2500490,solo_colimen_mage_brown,1,식물형 가운데는 예외적으로 종족적인 특징으로 보여주는 몬스터입니다. 학문적으로는 이들이 더 높은 사회성을 지니게 될지 궁금해하는 사람들이 있습니다. 갈색 개체는 나무로 치면 낙엽을 떨구는 시기에 해당합니다.,0,0,7,mon_colimen_mage_brown,300,None,None,이공간의 갈색 콜리멘 마법사,5,5,1,2170,1446,2418,1612,540,270,0,183,617,450,150,3717,3717,91,0,63242,91,3186,91,152,0
2500491,solo_TerraNymph_blue,2,장난기가 매우 많아 모험가의 물건에 관심이 많으니 소지품 관리에 주의를 요합니다. 차원간 이동의 부작용을 앓고 있으면 이런 색상이 됩니다.,0,0,0,mon_terranymph_blue,300,None,None,이공간의 푸른 테라임프,1,5,1,3756,2022,1552,835,300,300,0,91,512,240,360,3973,2648,61,300,45702,213,4382,183,61,0
2500492,solo_TerraNymph_mage_blue,1,"장난기가 매우 많아 모험가의 물건에 관심이 많으니 소지품 관리에 주의를 요합니다. 그런 호기심이 지나쳐 마법에도 손을 대었지만, 재능이 없기 때문에 능력은 대단치 않다고 봅니다.",0,0,0,mon_terranymph_mage_blue,300,None,None,이공간의 푸른 테라임프 메이지,1,5,1,3467,2311,1432,955,300,300,0,91,512,240,360,3973,2648,61,300,45702,213,4382,183,61,0
2500493,solo_TerraNymph_bow_brown,1,장난기가 매우 많아 모험가의 물건에 관심이 많으니 소지품 관리에 주의를 요합니다. 테라임프 궁수는 다른 테라임프와 달리 지루할 때 멀리서 상대를 쏘아 괴롭히는 일을 좋아합니다. 이 빛깔의 테라임프 궁수는 그 일을 너무 좋아한 나머지 야외활동이 지나친 경우입니다.,0,0,0,mon_terranymph_bow_brown,300,None,None,이공간의 갈색 테라임프 궁수,1,5,1,3467,2311,1432,955,300,300,0,91,512,240,360,3973,2648,61,300,45702,213,4382,183,61,0
2500494,solo_Cronewt_blue,4,본래 크기에 비해 가장 덩치가 커진 몬스터입니다. 원래는 새끼 손가락 크기였으니까요.,0,0,7,mon_cronewt_blue,300,None,None,이공간의 푸른 크로뉴트,0,5,1,1552,835,3583,1929,300,300,300,122,936,240,360,2758,4137,183,300,48054,61,2796,61,183,0
2500495,solo_Cronewt_bow_blue,3,본래 크기에 비해 가장 덩치가 커진 몬스터입니다. 원래는 새끼 손가락 크기였으니까요.,0,0,7,mon_cronewt_bow_blue,300,None,None,이공간의 푸른 크로뉴트 독침술사,0,5,1,1938,1292,4246,2831,300,300,0,122,936,240,360,2758,4137,183,300,48054,61,2796,61,183,0
2500496,solo_Cronewt_mage_blue,3,본래 크기에 비해 가장 덩치가 커진 몬스터입니다. 원래는 새끼 손가락 크기였으니까요.,0,0,7,mon_cronewt_mage_blue,300,None,None,이공간의 푸른 크로뉴트 마법사,0,5,1,1938,1292,4246,2831,300,300,0,122,936,240,360,2758,4137,183,300,48054,61,2796,61,183,0
2500497,solo_ticen_blue,1,"티켄이 들고다니는 창으로 보아 다른 종류의 티켄이 존재할 수도 있다는 가정은 결국 현실로 드러났으며, 생각보다 다양한 티켄들이 발생하여 무리를 짓고 사화성을 획득하기 직전까지 나아가고 있습니다. 이 색상의 티켄은 종족내의 사회적 과시를 위해 이런 색을 사용합니다.",0,0,0,mon_ticen_blue,300,None,None,이공간의 푸른 티켄,0,5,1,1671,716,3858,1653,300,300,0,122,936,240,360,2758,4137,183,300,48054,61,2796,61,183,0
2500498,solo_ticen_red,1,"티켄이 들고다니는 창으로 보아 다른 종류의 티켄이 존재할 수도 있다는 가정은 결국 현실로 드러났으며, 생각보다 다양한 티켄들이 발생하여 무리를 짓고 사화성을 획득하기 직전까지 나아가고 있습니다. 아무 풀이나 주의하지 않고 막 먹으면 이런 색의 티켄이 됩니다.",0,0,0,mon_ticen_red,300,None,None,이공간의 붉은 티켄,0,5,1,1671,716,3858,1653,300,300,0,122,936,240,360,2758,4137,183,300,48054,61,2796,61,183,0
2500499,solo_ticen_bow_blue,1,"티켄이 들고다니는 창으로 보아 다른 종류의 티켄이 존재할 수도 있다는 가정은 결국 현실로 드러났으며, 생각보다 다양한 티켄들이 발생하여 무리를 짓고 사화성을 획득하기 직전까지 나아가고 있습니다. 이 색상의 티켄은 종족내의 사회적 과시를 위해 이런 색을 사용합니다.",0,0,0,mon_ticen_bow_blue,300,None,None,이공간의 푸른 티켄 석궁병,0,5,1,1432,955,3307,2205,300,300,0,122,936,240,360,2758,4137,183,300,48054,61,2796,61,183,0
2500500,solo_ticen_bow_red,1,"티켄이 들고다니는 창으로 보아 다른 종류의 티켄이 존재할 수도 있다는 가정은 결국 현실로 드러났으며, 생각보다 다양한 티켄들이 발생하여 무리를 짓고 사화성을 획득하기 직전까지 나아가고 있습니다. 아무 풀이나 주의하지 않고 막 먹으면 이런 색의 티켄이 됩니다.",0,0,0,mon_ticen_bow_red,300,None,None,이공간의 붉은 티켄 석궁병,0,5,1,1432,955,3307,2205,300,300,0,122,936,240,360,2758,4137,183,300,48054,61,2796,61,183,0
2500501,solo_ticen_mage_blue,1,"티켄이 들고다니는 창으로 보아 다른 종류의 티켄이 존재할 수도 있다는 가정은 결국 현실로 드러났으며, 생각보다 다양한 티켄들이 발생하여 무리를 짓고 사화성을 획득하기 직전까지 나아가고 있습니다. 이 색상의 티켄은 종족내의 사회적 과시를 위해 이런 색을 사용합니다.",0,0,1,mon_ticen_mage_blue,300,None,None,이공간의 푸른 티켄 마법사,0,5,1,1432,955,3307,2205,300,300,0,122,936,240,360,2758,4137,183,300,48054,61,2796,61,183,0
2500502,solo_ticen_mage_red,1,"티켄이 들고다니는 창으로 보아 다른 종류의 티켄이 존재할 수도 있다는 가정은 결국 현실로 드러났으며, 생각보다 다양한 티켄들이 발생하여 무리를 짓고 사화성을 획득하기 직전까지 나아가고 있습니다. 아무 풀이나 주의하지 않고 막 먹으면 이런 색의 티켄이 됩니다.",0,0,1,mon_ticen_mage_red,300,None,None,이공간의 붉은 티켄 마법사,0,5,1,1432,955,3307,2205,300,300,0,122,936,240,360,2758,4137,183,300,48054,61,2796,61,183,0
2500503,solo_Chafperor_purple,4,벌과 딱정벌레의 장점에 변이된 몬스터의 사나움이 깃든 몬스터입니다. 벌처럼 체계를 지닙니다. 이런 빛깔의 체이퍼러는 매우 더운 지방 출신이라는 설이 있습니다.,0,0,7,mon_chafperor_purple,300,None,None,이공간의 붉은 체이퍼러,2,5,0,2135,1423,2395,1596,210,360,0,122,1041,210,390,2327,2327,213,420,30755,61,3186,91,122,0
2500504,solo_Chafperor_mage_purple,3,벌과 딱정벌레의 장점에 변이된 몬스터의 사나움이 깃든 몬스터입니다. 벌처럼 체계를 지닙니다. 체이퍼러 메이지는 몸 안에 마력이 있지만 그것을 제대로 사용할 지성은 없습니다.,0,0,7,mon_chafperor_mage_purple,300,None,None,이공간의 붉은 체이퍼러 메이지,2,5,1,3323,2215,3621,2414,210,360,0,122,1041,210,390,3102,3102,213,420,38443,61,3186,91,122,0
2500505,solo_Rambear_brown,3,여러 짐승의 다양한 장점이 한 몸에 있어 까다로운 몬스터입니다. 온천이나 간헌철 부근에서 태어나면 이런 색을 띱니다.,0,0,4,mon_rambear_brown,300,None,None,이공간의 갈색 램베어,0,5,1,2261,969,4954,2123,300,300,0,122,936,240,360,2758,4137,183,300,48054,61,2796,61,183,0
2500506,solo_Rambear_bow_brown,3,여러 짐승의 다양한 장점이 한 몸에 있어 까다로운 몬스터입니다. 보기보다 지능이 높기 때문에 도구나 마법의 사용도 개체에 따라 가능합니다. 온천이나 간헌철 부근에서 태어나면 이런 색을 띱니다.,0,0,4,mon_rambear_bow_brown,300,None,None,이공간의 갈색 램베어 궁수,0,5,1,1938,1292,4246,2831,300,300,0,122,936,240,360,2758,4137,183,300,48054,61,2796,61,183,0
2500507,solo_Rambear_mage_brown,3,여러 짐승의 다양한 장점이 한 몸에 있어 까다로운 몬스터입니다. 보기보다 지능이 높기 때문에 도구나 마법의 사용도 개체에 따라 가능합니다. 온천이나 간헌철 부근에서 태어나면 이런 색을 띱니다.,0,0,4,mon_rambear_mage_brown,300,None,None,이공간의 갈색 램베어 마법사,0,5,1,1938,1292,4246,2831,300,300,0,122,936,240,360,2758,4137,183,300,48054,61,2796,61,183,0
2500508,solo_Hohen_mane_purple,3,"호헨은 건국이전부터 인간과 경쟁하던 종족이나, 숫자가 많지 않아 큰 문제가 되지 않았습니다. 그러나 신수의 날 이후, 세상이 그들에게 더 맞는 환경이 되자 인간에게 위협이 되기 시작하였고, 다양한 호헨 변종이 출현하기 시작하였습니다.",0,0,1,mon_hohen_mane_purple,300,None,None,이공간의 푸른 호헨 메인,1,5,1,4406,2937,1938,1292,300,300,0,91,512,240,360,3973,2648,61,300,45702,213,4382,183,61,0
2500509,solo_Hohen_mane_brown,3,"호헨은 건국이전부터 인간과 경쟁하던 종족이나, 숫자가 많지 않아 큰 문제가 되지 않았습니다. 그러나 신수의 날 이후, 세상이 그들에게 더 맞는 환경이 되자 인간에게 위협이 되기 시작하였고, 다양한 호헨 변종이 출현하기 시작하였습니다.",0,0,1,mon_hohen_mane_brown,300,None,None,이공간의 갈색 호헨 메인,1,5,1,4406,2937,1938,1292,300,300,0,91,512,240,360,3973,2648,61,300,45702,213,4382,183,61,0
2500510,solo_Hohen_ritter_purple,3,"색깔에 관계없이 호헨리터는 호헨 사회의 중추입니다. 호엔메인과 메이지가 비록 이들을 지휘할 때가 있지만, 호헨족속을 유지하는 자들은 그들이라는 자부심이 있습니다.",0,0,2,mon_hohen_ritter_purple,300,None,None,이공간의 푸른 호헨 리터,1,5,1,4406,2937,1938,1292,300,300,0,91,512,240,360,3973,2648,61,300,45702,213,4382,183,61,0
2500511,solo_Hohen_ritter_green,3,"색깔에 관계없이 호헨리터는 호헨 사회의 중추입니다. 호엔메인과 메이지가 비록 이들을 지휘할 때가 있지만, 호헨족속을 유지하는 자들은 그들이라는 자부심이 있습니다.",0,0,2,mon_hohen_ritter_green,300,None,None,이공간의 초록 호헨 리터,1,5,1,4406,2937,1938,1292,300,300,0,91,512,240,360,3973,2648,61,300,45702,213,4382,183,61,0
2500512,solo_hohen_barkle_blue,1,호헨 사회에서 일종의 통과 의례를 거치는 개체입니다,0,0,5,mon_hohen_barkle_blue,300,None,None,이공간의 푸른 호헨 바클,1,5,1,3467,2311,1432,955,300,300,0,91,512,240,360,3973,2648,61,300,45702,213,4382,183,61,0
2500513,solo_hohen_barkle_green,1,호헨 사회에서 일종의 통과 의례를 거치는 개체입니다,0,0,5,mon_hohen_barkle_green,300,None,None,이공간의 초록 호헨 바클,1,5,1,3467,2311,1432,955,300,300,0,91,512,240,360,3973,2648,61,300,45702,213,4382,183,61,0
2500514,solo_Hohen_mage_blue,1,"호헨 메이지는 호헨 사회에서 새로 출현한 종류입니다. 마계보다는 우리 세상에 발붙이고 살던 마족이었으나 동족들이 신수의 날 이후 이 땅에 많이 건너오자 강한 마력을 전수 받은 호헨이 출현하기 시작하였고, 이 몬스터가 그 사례입니다. 이들의 색상은 차원 이동의 부작용 탓이라고 합니다.",0,0,0,mon_hohen_mage_blue,300,None,None,이공간의 푸른 호헨 메이지,1,5,1,3467,2311,1432,955,300,300,0,91,512,240,360,3973,2648,61,300,45702,213,4382,183,61,0
2500515,solo_Hohen_mage_red,1,호헨은 왕국 건국 이전부터 인간과 경쟁하며 피해를 끼치던 종족입니다. 이들은 예전부터 여신보다는 마족에게 협조적이었으나 인간에게 밀려 그 수가 많지 않아 크게 문제가 되지 않았습니다. 하지만 신수의 날이 바꿔놓은 환경은 이제 인간보다 호헨에게 더 유리하여 장차 인간이 과연 전처럼 이들에게 우위를 차지할 수 있을지 알 수 없습니다. 붉은 호헨은 마족으로 인정받는 단계까지 간 충성스런 호헨이라 합니다.,0,0,0,mon_hohen_mage_red,300,None,None,이공간의 붉은 호헨 메이지,1,5,1,3467,2311,1432,955,300,300,0,91,512,240,360,3973,2648,61,300,45702,213,4382,183,61,0
2500516,solo_Hohen_orben_red,3,호헨은 왕국 건국 이전부터 인간과 경쟁하며 피해를 끼치던 종족입니다. 이들은 예전부터 여신보다는 마족에게 협조적이었으나 인간에게 밀려 그 수가 많지 않아 크게 문제가 되지 않았습니다. 하지만 신수의 날이 바꿔놓은 환경은 이제 인간보다 호헨에게 더 유리하여 장차 인간이 과연 전처럼 이들에게 우위를 차지할 수 있을지 알 수 없습니다. 붉은 호헨은 마족으로 인정받는 단계까지 간 충성스런 호헨이라 합니다.,0,0,0,mon_hohen_orben_red,300,None,None,이공간의 붉은 호헨 올벤,1,5,2,4790,3193,2107,1404,300,300,0,91,512,240,360,4569,3046,61,300,57127,213,4382,183,61,0
2500517,solo_Hohen_orben_green,3,"호헨 올벤은 그들 사회에서 예언자 역할을 합니다만, 인간이 점쟁이를 무시하듯이 대접이 좋지는 않습니다.",0,0,0,mon_hohen_orben_green,300,None,None,이공간의 초록 호헨 올벤,1,5,2,4790,3193,2107,1404,300,300,0,91,512,240,360,4569,3046,61,300,57127,213,4382,183,61,0
2500518,solo_Hohen_gulak_blue,3,호헨은 왕국 건국 이전부터 인간과 경쟁하며 피해를 끼치던 종족입니다. 이들은 예전부터 여신보다는 마족에게 협조적이었으나 인간에게 밀려 그 수가 많지 않아 크게 문제가 되지 않았습니다. 하지만 신수의 날이 바꿔놓은 환경은 이제 인간보다 호헨에게 더 유리하여 장차 인간이 과연 전처럼 이들에게 우위를 차지할 수 있을지 알 수 없습니다. 특히 이 색의 호헨은 살생을 좋아한다고 합니다.,0,0,0,mon_hohen_gulak_blue,300,None,None,이공간의 푸른 호헨 굴락,1,5,2,4790,3193,2107,1404,300,300,0,91,512,240,360,4569,3046,61,300,57127,213,4382,183,61,0
2500519,solo_Harugal_blue,4,마군주 하우벅을 추종하는 마족입니다. 이들은 마군주 헬가 세르클에게 자신들의 주인이 찢겨 봉인 당한 후에도 아직 하우벅에게 충성하는 자들이 대부분입니다. 이 색깔의 하루갈은 다른 생명체를 사냥하는 일을 좋아합니다. 물론 배가 고파서는 아닙니다.,0,0,4,mon_harugal_blue,300,None,None,이공간의 푸른 하루갈,1,5,2,4083,2198,1687,908,300,300,0,91,512,240,360,4569,3046,61,300,57127,213,4382,183,61,0
2500520,solo_Harugal_brown,4,마군주 하우벅을 추종하는 마족입니다. 이들은 마군주 헬가 세르클에게 자신들의 주인이 찢겨 봉인 당한 후에도 아직 하우벅에게 충성하는 자들이 대부분입니다. 마계의 태양을 너무 오래 쬐면 이런 색이 됩니다.,0,0,4,mon_harugal_brown,300,None,None,이공간의 갈색 하루갈,1,5,2,4083,2198,1687,908,300,300,0,91,512,240,360,4569,3046,61,300,57127,213,4382,183,61,0
2500521,solo_Elet_blue,1,"엘렛은 예전에는 요정 혹은 정령이었다고 합니다. 이들은 알려지지 않은 계기로 아우슈리네 여신의 저주를 받았으며, 그 이후로 인간 세상에 숨어서 삶을 영위하였습니다. 신수의 날 이후 마족이 본격적으로 세상을 침탈하자 이들은 적극 동참하려는 의지를 보이고 있습니다. 마계에서는 경쟁하는 다른 마족 종족을 암살한 개체들이 상징으로 이런 색으로 치장한다고 합니다.",0,0,4,mon_elet_blue,300,None,None,이공간의 푸른 엘렛,1,5,1,3467,2311,1432,955,300,300,0,91,512,240,360,3973,2648,61,300,45702,213,4382,183,61,0
2500522,solo_nuo_purple,3,누오의 특이한 점은 그들이 마왕 카르타스의 부하들이라는 점입니다. 카르타스의 잔혹하고 예측할 수 없는 성격에도 불구하고 그 휘하 마족인 누오가 힘을 지니고 상당한 수를 자랑한다는 것이 현재 마족 내부의 사정을 아는 사람이라면 대단하다고 할 수밖에 없습니다. 푸른 누오는 카르타스를 닮아 그 중에서도 특히 살생을 즐깁니다.,0,0,0,mon_nuo_purple,300,None,None,이공간의 푸른 누오,1,5,1,4406,2937,1938,1292,300,300,0,91,512,240,360,3973,2648,61,300,45702,213,4382,183,61,0
2500523,solo_nuo_red,3,누오의 특이한 점은 그들이 마왕 카르타스의 부하들이라는 점입니다. 카르타스의 잔혹하고 예측할 수 없는 성격에도 불구하고 그 휘하 마족인 누오가 힘을 지니고 상당한 수를 자랑한다는 것이 현재 마족 내부의 사정을 아는 사람이라면 대단하다고 할 수밖에 없습니다. 천년 전 마계에서 있었던 화산 폭발의 영향을 받은 개체와 그 후손 중 일부가 이런 색입니다.,0,0,0,mon_nuo_red,300,None,None,이공간의 붉은 누오,1,5,1,4406,2937,1938,1292,300,300,0,91,512,240,360,3973,2648,61,300,45702,213,4382,183,61,0
2500524,solo_Nuka_blue,3,누카는 마왕 바이가의 휘하로 현재는 마왕 제스티가 길티네에게서 받은 임무를 위해 파견되어 그 임무를 지원중입니다. 다만 제스티는 처음 바이가의 생각과는 달리 이들을 제멋대로 부리고 있습니다. 그 과정에서 제스티에게 징벌을 받은 개체가 주로 이런 색입니다.,0,0,0,mon_nuka_blue,300,None,None,이공간의 푸른 누카,1,5,1,4406,2937,1938,1292,300,300,0,91,512,240,360,3973,2648,61,300,45702,213,4382,183,61,0
2500525,solo_Nuka_brown,3,누카는 마왕 바이가의 휘하로 현재는 마왕 제스티가 길티네에게서 받은 임무를 위해 파견되어 그 임무를 지원중입니다. 다만 제스티는 처음 바이가의 생각과는 달리 이들을 제멋대로 부리고 있습니다. 이 색상의 누카는 마계의 태양에 민감한 개체입니다.,0,0,0,mon_nuka_brown,300,None,None,이공간의 갈색 누카,1,5,1,4406,2937,1938,1292,300,300,0,91,512,240,360,3973,2648,61,300,45702,213,4382,183,61,0
2500526,solo_Elma_blue,1,"엘마는 제스티의 친위병 가운데 하나로 여러 다양한 임무에 배치되어 있으며, 마계의 수비병 역할도 합니다. 이런 색상의 개체는 우리 세계에 넘어오면서 부작용을 겪고 있다고 합니다.",0,0,0,mon_elma_blue,300,None,None,이공간의 푸른 엘마,1,5,1,3467,2311,1432,955,300,300,0,91,512,240,360,3973,2648,61,300,45702,213,4382,183,61,0
2500527,solo_Elma_red,1,"엘마는 제스티의 친위병 가운데 하나로 여러 다양한 임무에 배치되어 있으며, 마계의 수비병 역할도 합니다. 제스티의 변덕스러운 취햐에 따라 이런 색으로 물들인 개체가 존재합니다.",0,0,0,mon_elma_red,300,None,None,이공간의 붉은 엘마,1,5,1,3467,2311,1432,955,300,300,0,91,512,240,360,3973,2648,61,300,45702,213,4382,183,61,0
2500528,solo_defender_spider_blue,4,마족이 침탈하여 오랜 세월 머문 건물의 석조 조각이나 석물이 변하여 만들어집니다.,0,0,0,mon_defender_spider_blue,300,None,None,이공간의 푸른 수호 거미,1,5,1,3467,2311,1432,955,300,300,0,91,512,240,360,3973,2648,61,300,45702,213,4382,183,61,0
2500529,solo_defender_spider_red,4,마족이 침탈하여 오랜 세월 머문 건물의 석조 조각이나 석물이 변하여 만들어집니다.,0,0,0,mon_defender_spider_red,300,None,None,이공간의 붉은 수호 거미,1,5,1,3467,2311,1432,955,300,300,0,91,512,240,360,3973,2648,61,300,45702,213,4382,183,61,0
2500530,solo_Dumaro_blue,3,"듀마로는 새로 나타난 몬스터는 아니지만, 초목 폭주의 재앙 이후 마족에 의해 독성을 가진 동물이 되었습니다. 이런 색상의 듀마로는 사냥에 능숙하다고 합니다.",0,0,4,mon_dumaro_blue,300,None,None,이공간의 푸른 듀마로,1,5,1,4774,2570,2100,1130,300,300,0,91,512,240,360,3973,2648,61,300,45702,213,4382,183,61,0
2500531,solo_Dumaro_yellow,3,"듀마로는 새로 나타난 몬스터는 아니지만, 초목 폭주의 재앙 이후 마족에 의해 독성을 가진 동물이 되었습니다. 마계의 지역인 브림스토니아와 연관이 있다고도 합니다.",0,0,7,mon_dumaro_yellow,300,None,None,이공간의 노란 듀마로,1,5,1,4774,2570,2100,1130,300,300,0,91,512,240,360,3973,2648,61,300,45702,213,4382,183,61,0
2500532,solo_wendigo_blue,3,이 색상의 웬디고는 일정 수 이상의 사냥과 살생에 성공한 개체라는 의미입니다.,0,0,4,mon_wendigo_blue,300,None,None,이공간의 푸른 웬디고,1,5,1,4774,2570,2100,1130,300,300,0,91,512,240,360,3973,2648,61,300,45702,213,4382,183,61,0
2500533,solo_Sec_Onion,1,그리 강한 몬스터는 아니지만 섣불리 공격했다간 눈에서 눈물을 쏟게 될겁니다.,0,0,7,mon_onion,300,None,None,이공간의 케파,5,5,0,1887,1258,2103,1402,540,270,0,183,617,450,150,2788,2788,91,0,50594,91,3186,91,152,0
2500534,solo_Sec_Leaf_diving,4,잎방개의 속은 비어있지 않습니다.,0,0,1,mon_leaf_diving,300,None,None,이공간의 잎방개,2,5,0,2491,1067,2794,1197,210,360,0,122,1041,210,390,2327,2327,213,420,30755,61,3186,91,122,0
2500535,solo_Sec_Hanaming,1,하나밍이 죽으며 떨어진 잎은 대개 급속히 시듭니다.,0,0,1,hanaming,300,None,None,이공간의 하나밍,5,5,0,2044,1100,2278,1226,540,270,0,183,617,450,150,2788,2788,91,0,50594,91,3186,91,152,0
2500536,solo_Sec_Bokchoy,1,보기와 달리 식물의 줄기가 변형된 몬스터입니다.,0,0,1,mon_bokchoy,300,None,None,이공간의 치넨시,5,5,1,2531,1085,2821,1209,540,270,0,183,617,450,150,3717,3717,91,0,63242,91,3186,91,152,0
2500537,solo_Sec_Popolion_Blue,3,누군가에 의하면 포포리온의 고음은 유리병도 깨뜨릴 수 있다고 합니다.,0,0,1,mon_popolion_blue,300,None,None,이공간의 포포리온,0,5,0,1685,1123,3692,2461,300,300,0,122,936,240,360,2068,3102,183,300,38443,61,2796,61,183,0
2500538,solo_Sec_Pokubu,3,겉모습이 어떻든 포쿠부는 흉폭한 야수입니다.,0,0,1,mon_pokubu,300,None,None,이공간의 포쿠부,0,5,0,2107,702,4616,1538,300,300,0,122,936,240,360,2068,3102,183,300,38443,61,2796,61,183,0
2500539,solo_Sec_Jukopus,1,유코푸스의 내부구조는 밝혀지지 않은 연구분야입니다.,0,0,1,mon_jukopus,300,None,None,이공간의 유코푸스,5,5,0,2044,1100,2278,1226,540,270,0,183,617,450,150,2788,2788,91,0,50594,91,3186,91,152,0
2500540,solo_TerraNymph_brown,3,장난기가 매우 많아 모험가의 물건에 관심이 많으니 소지품 관리에 주의를 요합니다. 마계의 태양을 너무 많이 쬐면 이런 색이 됩니다.,0,0,0,mon_terranymph_brown,300,None,None,이공간의 갈색 테라임프,1,5,1,4774,2570,2100,1130,300,300,0,91,512,240,360,3973,2648,61,300,45702,213,4382,183,61,0
2500541,solo_LapeArcher,1,라페 사회가 점점 분화하고 복잡성을 나타내고 있다는 사실은 이들 사이에 작은 차이로도 서로를 구별짓는 행위가 발견되는 것을 보아도 알 수 있습니다. 인간이 보기에 같아 보이는 역할을 담당하는 라페들 사이에도 서로를 구별짓은 호칭이 있기 때문에 인간이 이들을 부르는 명칭에도 그 경향이 반영되고 있습니다.,0,0,7,mon_lapearcher,300,None,None,이공간의 라페아처,0,5,1,1432,955,3307,2205,300,300,0,122,936,240,360,2758,4137,183,300,48054,61,2796,61,183,0
2500542,solo_Gosaru,3,"고슴도치에서 변형된 몬스터라는 추측이 가장 많지만, 확실한 계통은 아직 밝혀지지 않았습니다. 식물에서 변이된 몬스터로 보는 학자들도 많습니다.",0,0,7,mon_gosaru,300,None,None,이공간의 고사루,5,5,1,2892,1928,3141,2094,540,270,0,183,617,450,150,3717,3717,91,0,63242,91,3186,91,152,0
2500543,solo_Ferrot,1,"등 부위에 돋은 가지의 쓰임새는 아직 모릅니다. 변형된 몬스터가 변형 이전의 모습을 아무런 기능성이 없음에도 유지하는 일도 많지만, 나중에 파악하지 못한 용도가 밝혀지는 경우도 많기에 아직 학자들은 어떤 결론도 내리지 않고 있습니다.",0,0,7,mon_ferrot,300,None,None,이공간의 페롯,5,5,1,2170,1446,2418,1612,540,270,0,183,617,450,150,3717,3717,91,0,63242,91,3186,91,152,0
2500544,solo_Folibu,1,"폴리부는 작은 동물과 곤충을 먹고 살며, 죽은 사체도 먹습니다. 그러나 단순히 한 입 뜯어 먹기 위해서 인간을 공격하기 때문에 경계해야 합니다.",0,0,7,mon_folibu,300,None,None,이공간의 폴리부,5,5,1,2170,1446,2418,1612,540,270,0,183,617,450,150,3717,3717,91,0,63242,91,3186,91,152,0
